Hour,Minute,Second,Milliseconds,Day,Month,Year,Latitude,Longitude,Speed,Angle,Altitude,Thermo1,Thermo2,Thermo3,Thermo4,Pressure,Squeal
13,20,20,406,10,4,17,37.55443,-77.45595,18.73,56.80,216.85,244.20,-217.01,-103.41,-107.97,5.20,0,
13,20,20,609,10,4,17,37.55442,-77.45597,19.76,56.90,216.11,243.93,-216.24,-103.30,-107.53,5.63,0,
13,20,20,796,10,4,17,37.55440,-77.45597,19.97,56.90,216.27,243.76,-215.47,-103.08,-107.75,6.63,0,
13,20,20,984,10,4,17,37.55438,-77.45599,20.04,56.80,215.95,244.15,-215.47,-102.86,-107.42,9.69,0,
13,20,21,203,10,4,17,37.55437,-77.45600,20.83,56.80,215.49,243.60,-214.81,-102.86,-107.31,6.01,0,
13,20,21,406,10,4,17,37.55436,-77.45602,20.83,57.00,215.49,243.60,-214.75,-102.97,-107.36,5.73,0,
13,20,21,609,10,4,17,37.55434,-77.45603,21.27,57.00,215.35,243.82,-99.78,-103.19,-107.47,5.63,0,
13,20,21,796,10,4,17,37.55433,-77.45604,21.47,57.00,215.21,243.98,-215.03,-102.47,-107.69,3.30,0,
13,20,22,0,10,4,17,37.55431,-77.45606,21.68,57.10,215.17,243.54,-214.92,-102.91,-107.80,4.73,0,
13,20,22,203,10,4,17,37.55430,-77.45606,21.68,57.30,215.17,243.38,-214.09,-102.91,-107.80,4.54,0,
13,20,22,406,10,4,17,37.55428,-77.45608,22.15,57.50,215.25,243.54,-32.38,-102.58,-107.36,5.39,0,
13,20,22,593,10,4,17,37.55427,-77.45609,22.43,57.70,215.01,242.39,-214.97,-102.25,-107.47,3.06,0,
13,20,22,796,10,4,17,37.55425,-77.45610,22.46,58.00,214.53,243.10,-215.47,-102.14,-107.36,6.40,0,
13,20,23,0,10,4,17,37.55424,-77.45611,22.95,58.20,214.60,243.05,-214.59,-102.69,-106.87,4.20,0,
13,20,23,203,10,4,17,37.55422,-77.45613,22.95,58.30,214.60,242.88,-214.70,-102.75,-106.92,4.15,0,
13,20,23,390,10,4,17,37.55420,-77.45614,22.92,58.50,214.01,242.28,-216.18,-102.64,-107.47,4.58,0,
13,20,23,609,10,4,17,37.55419,-77.45616,22.92,58.70,214.01,242.44,-215.91,-102.31,-107.42,6.06,0,
13,20,23,796,10,4,17,37.55418,-77.45617,22.95,58.90,214.12,242.77,-214.97,-101.81,-107.25,3.53,0,
13,20,24,0,10,4,17,37.55416,-77.45618,23.24,58.90,213.96,242.77,-215.74,-101.37,-106.98,4.39,0,
13,20,24,187,10,4,17,37.55414,-77.45619,23.24,59.00,213.96,242.66,-215.69,-101.43,-107.03,3.82,0,
13,20,24,406,10,4,17,37.55413,-77.45620,23.25,59.00,214.00,243.10,-213.76,-101.92,-107.03,6.73,0,
13,20,24,609,10,4,17,37.55411,-77.45622,23.22,59.10,214.03,241.45,-213.43,-101.70,-107.25,18.08,0,
13,20,24,796,10,4,17,37.55409,-77.45623,23.58,59.20,213.65,242.50,-23.37,-101.32,-106.70,97.95,0,
13,20,24,984,10,4,17,37.55408,-77.45625,23.22,59.10,214.31,242.66,14.59,-101.65,-106.70,110.68,0,
13,20,25,203,10,4,17,37.55406,-77.45626,23.61,59.20,213.84,241.84,-213.71,-101.54,-106.98,135.86,0,
13,20,25,406,10,4,17,37.55404,-77.45627,23.61,59.20,213.84,241.84,-206.51,-101.65,-106.92,138.05,0,
13,20,25,609,10,4,17,37.55403,-77.45629,23.23,59.20,215.46,241.29,-40.24,-101.81,-107.25,260.50,0,
13,20,25,796,10,4,17,37.55401,-77.45629,22.90,59.20,215.73,241.12,16.18,-101.70,-106.76,333.55,0,
13,20,26,0,10,4,17,37.55400,-77.45631,22.41,59.20,215.91,241.89,6.95,-100.82,-106.54,365.31,0,
13,20,26,203,10,4,17,37.55399,-77.45632,22.41,59.20,215.91,241.84,6.24,-100.82,-106.65,365.98,0,
13,20,26,406,10,4,17,37.55397,-77.45633,21.22,59.30,215.64,241.40,10.96,-101.48,-106.98,365.36,0,
13,20,26,593,10,4,17,37.55396,-77.45634,20.53,59.30,215.65,241.18,13.10,-102.14,-107.42,342.37,0,
13,20,26,796,10,4,17,37.55395,-77.45635,20.53,59.30,215.65,242.06,15.14,-101.70,-106.98,273.90,0,
13,20,27,0,10,4,17,37.55394,-77.45637,20.44,59.20,215.68,241.73,-30.29,-102.20,-107.31,195.80,0,
13,20,27,203,10,4,17,37.55393,-77.45639,20.44,59.30,215.68,241.67,-30.07,-102.25,-107.25,192.41,0,
13,20,27,390,10,4,17,37.55391,-77.45639,19.47,59.30,216.40,240.80,-3.54,-103.13,-107.36,114.49,0,
13,20,27,609,10,4,17,37.55390,-77.45641,19.07,59.30,215.96,241.12,-27.77,-104.01,-107.75,63.57,0,
13,20,27,796,10,4,17,37.55389,-77.45642,18.69,59.40,215.95,242.22,7.01,-104.29,-107.14,1.63,0,
13,20,28,0,10,4,17,37.55388,-77.45642,18.14,59.40,215.94,241.29,-11.40,-103.85,-107.47,5.35,0,
13,20,28,187,10,4,17,37.55387,-77.45644,18.14,59.40,215.94,241.23,-18.48,-103.79,-107.42,5.35,0,
13,20,28,406,10,4,17,37.55385,-77.45645,17.13,59.50,216.59,241.56,-225.03,-104.18,-107.58,7.83,0,
13,20,28,609,10,4,17,37.55384,-77.45646,16.75,59.40,216.68,242.39,10.19,-104.61,-108.13,6.59,0,
13,20,28,796,10,4,17,37.55383,-77.45647,16.68,59.40,216.65,241.78,-226.67,-104.61,-107.75,3.58,0,
13,20,28,984,10,4,17,37.55382,-77.45649,16.19,59.40,216.34,242.11,-226.73,-105.44,-107.97,4.63,0,
13,20,29,203,10,4,17,37.55382,-77.45650,15.93,59.30,216.37,242.77,-228.21,-105.88,-107.58,5.82,0,
13,20,29,406,10,4,17,37.55381,-77.45651,15.93,59.30,216.37,242.83,-228.27,-105.77,-107.64,6.16,0,
13,20,29,609,10,4,17,37.55379,-77.45652,15.85,59.20,216.49,242.88,-229.25,-105.27,-108.19,4.06,0,
13,20,29,796,10,4,17,37.55379,-77.45653,16.29,59.20,216.89,242.94,-228.98,-105.44,-108.73,4.54,0,
13,20,30,0,10,4,17,37.55377,-77.45655,16.29,59.20,216.89,243.93,-229.31,-106.43,-108.57,5.97,0,
13,20,30,203,10,4,17,37.55376,-77.45655,16.29,59.20,216.89,243.98,-229.25,-106.43,-108.52,6.30,0,
13,20,30,406,10,4,17,37.55375,-77.45657,18.00,59.20,217.34,243.38,-228.54,-106.32,-108.19,5.78,0,
13,20,30,593,10,4,17,37.55374,-77.45658,18.24,59.20,219.49,243.82,-228.21,-105.99,-108.84,3.96,0,
13,20,30,796,10,4,17,37.55373,-77.45659,18.45,59.10,219.20,243.71,-226.89,-106.32,-108.79,3.20,0,
13,20,31,0,10,4,17,37.55372,-77.45660,18.81,59.10,219.20,243.71,-227.11,-106.48,-108.79,5.68,0,
13,20,31,203,10,4,17,37.55371,-77.45662,18.81,59.00,219.20,243.76,-227.06,-106.43,-108.84,5.73,0,
13,20,31,390,10,4,17,37.55369,-77.45664,19.56,59.00,218.37,243.87,-227.06,-106.65,-109.67,5.44,0,
13,20,31,609,10,4,17,37.55368,-77.45664,20.05,58.90,217.53,243.93,-225.57,-106.54,-109.12,5.68,0,
13,20,31,796,10,4,17,37.55366,-77.45666,20.48,58.90,217.59,244.20,-226.07,-106.76,-109.67,6.25,0,
13,20,32,0,10,4,17,37.55365,-77.45668,21.01,58.80,217.53,243.98,-226.78,-106.37,-109.17,4.92,0,
13,20,32,187,10,4,17,37.55364,-77.45668,21.01,58.80,217.53,243.93,-226.73,-106.48,-109.23,5.06,0,
13,20,32,406,10,4,17,37.55362,-77.45670,21.66,58.80,217.87,244.86,-227.50,-106.92,-108.52,4.63,0,
13,20,32,609,10,4,17,37.55361,-77.45671,22.25,58.80,216.89,243.93,-225.19,-106.76,-109.17,4.15,0,
13,20,32,796,10,4,17,37.55360,-77.45672,22.43,58.70,216.84,244.92,-225.46,-106.59,-109.94,3.68,0,
13,20,32,984,10,4,17,37.55358,-77.45674,22.46,58.60,216.69,243.87,-225.19,-106.21,-109.34,3.96,0,
13,20,33,203,10,4,17,37.55356,-77.45675,22.46,58.60,216.69,244.70,-224.59,-106.65,-109.23,3.92,0,
13,20,33,406,10,4,17,37.55355,-77.45677,22.46,58.60,216.69,244.64,-224.59,-106.59,-109.12,4.11,0,
13,20,33,609,10,4,17,37.55353,-77.45678,23.02,58.70,217.44,242.99,-224.09,-107.03,-109.56,5.78,0,
13,20,33,796,10,4,17,37.55352,-77.45679,23.07,58.70,217.24,243.65,-222.44,-106.26,-109.94,5.58,0,
13,20,34,0,10,4,17,37.55350,-77.45680,23.40,58.80,217.08,243.65,12.39,-105.77,-109.39,6.82,0,
13,20,34,203,10,4,17,37.55348,-77.45682,23.40,58.80,217.08,243.71,11.84,-105.71,-109.34,6.92,0,
13,20,34,406,10,4,17,37.55347,-77.45683,24.06,58.90,217.27,243.27,-143.01,-106.87,-109.89,6.68,0,
13,20,34,593,10,4,17,37.55346,-77.45684,24.33,59.00,216.97,243.10,-219.59,-106.48,-109.67,8.97,0,
13,20,34,796,10,4,17,37.55344,-77.45687,24.53,58.90,217.02,243.87,-198.16,-105.49,-109.23,75.68,0,
13,20,35,0,10,4,17,37.55342,-77.45688,24.61,58.80,217.18,243.71,-69.90,-105.38,-109.56,99.33,0,
13,20,35,203,10,4,17,37.55341,-77.45690,24.61,58.70,217.18,243.71,-73.08,-105.44,-109.72,99.04,0,
13,20,35,390,10,4,17,37.55339,-77.45690,24.70,58.70,217.15,243.38,-218.21,-105.88,-109.23,90.08,0,
13,20,35,609,10,4,17,37.55338,-77.45692,24.72,58.70,217.02,243.43,-218.16,-105.88,-109.06,77.73,0,
13,20,35,796,10,4,17,37.55336,-77.45693,24.75,58.80,217.29,242.99,-207.06,-105.16,-108.62,54.32,0,
13,20,36,0,10,4,17,37.55334,-77.45695,24.78,59.00,217.30,243.27,-131.86,-105.60,-109.28,36.39,0,
13,20,36,187,10,4,17,37.55333,-77.45696,24.78,59.00,217.30,243.27,-139.17,-105.55,-109.34,35.48,0,
13,20,36,406,10,4,17,37.55331,-77.45698,24.78,59.00,217.30,243.05,-218.54,-105.82,-109.78,22.99,0,
13,20,36,609,10,4,17,37.55329,-77.45700,24.54,59.00,216.74,242.55,-74.62,-105.71,-108.95,5.92,0,
13,20,36,796,10,4,17,37.55328,-77.45701,24.48,58.90,216.83,242.72,14.64,-105.27,-109.39,4.77,0,
13,20,36,984,10,4,17,37.55326,-77.45703,24.21,58.90,216.76,242.55,-156.96,-105.88,-109.01,4.01,0,
13,20,37,203,10,4,17,37.55324,-77.45704,24.19,58.90,216.78,242.50,14.53,-105.77,-109.06,4.01,0,
13,20,37,406,10,4,17,37.55323,-77.45706,24.19,58.90,216.78,242.55,15.08,-105.77,-109.06,4.15,0,
13,20,37,609,10,4,17,37.55321,-77.45706,24.17,58.90,216.69,242.00,19.20,-106.04,-110.00,4.63,0,
13,20,37,796,10,4,17,37.55320,-77.45708,24.10,58.90,216.60,242.50,19.31,-106.32,-109.28,3.58,0,
13,20,38,0,10,4,17,37.55318,-77.45710,23.89,58.90,216.61,242.06,16.34,-106.10,-108.73,3.58,0,
13,20,38,203,10,4,17,37.55317,-77.45712,23.89,58.90,216.61,242.06,16.56,-106.04,-108.79,3.82,0,
13,20,38,406,10,4,17,37.55315,-77.45713,23.37,58.90,216.14,241.56,19.20,-106.76,-110.33,3.87,0,
13,20,38,593,10,4,17,37.55314,-77.45714,23.10,58.90,215.91,241.73,10.96,-105.71,-109.56,3.58,0,
13,20,38,796,10,4,17,37.55312,-77.45716,23.08,58.90,215.88,241.84,15.36,-106.21,-109.39,62.33,0,
13,20,39,0,10,4,17,37.55311,-77.45716,22.80,58.90,215.70,241.67,19.86,-105.38,-109.34,102.62,0,
13,20,39,203,10,4,17,37.55309,-77.45718,22.80,59.00,215.70,241.62,19.75,-105.49,-109.50,101.62,0,
13,20,39,390,10,4,17,37.55308,-77.45719,22.47,58.90,215.63,241.18,19.31,-106.15,-109.45,96.04,0,
13,20,39,609,10,4,17,37.55306,-77.45720,22.47,58.90,215.63,241.67,20.08,-105.71,-109.28,79.21,0,
13,20,39,796,10,4,17,37.55305,-77.45722,22.08,58.90,215.48,241.62,6.95,-105.49,-108.95,35.67,0,
13,20,40,0,10,4,17,37.55303,-77.45723,22.00,58.90,215.62,241.67,11.46,-105.88,-109.17,4.34,0,
13,20,40,187,10,4,17,37.55302,-77.45725,22.00,58.90,215.62,241.62,11.73,-105.93,-109.23,4.39,0,
13,20,40,406,10,4,17,37.55300,-77.45726,21.71,59.00,216.09,240.96,20.13,-106.26,-110.00,2.25,0,
13,20,40,609,10,4,17,37.55299,-77.45727,21.63,59.00,216.35,240.85,-219.59,-105.77,-109.17,3.87,0,
13,20,40,796,10,4,17,37.55298,-77.45729,21.42,59.00,216.53,241.01,17.99,-105.22,-109.17,5.11,0,
13,20,40,984,10,4,17,37.55296,-77.45729,21.24,59.20,216.91,241.12,17.39,-105.22,-108.68,5.39,0,
13,20,41,203,10,4,17,37.55295,-77.45731,21.18,59.20,217.60,240.91,12.72,-105.77,-109.34,7.35,0,
13,20,41,406,10,4,17,37.55294,-77.45732,21.18,59.20,217.60,240.91,5.25,-105.66,-109.34,7.30,0,
13,20,41,609,10,4,17,37.55292,-77.45733,20.93,59.20,218.85,240.63,10.03,-105.82,-108.73,5.20,0,
13,20,41,796,10,4,17,37.55291,-77.45735,20.89,59.10,219.12,240.03,-63.58,-106.10,-109.17,5.82,0,
13,20,42,0,10,4,17,37.55290,-77.45736,20.61,59.10,219.72,240.08,11.29,-105.77,-109.12,3.68,0,
13,20,42,203,10,4,17,37.55289,-77.45738,20.61,59.00,219.72,240.19,4.15,-105.60,-109.12,3.58,0,
13,20,42,406,10,4,17,37.55287,-77.45738,20.35,59.00,221.44,239.97,-222.33,-106.15,-108.84,5.06,0,
13,20,42,593,10,4,17,37.55286,-77.45740,20.27,59.00,222.79,240.80,-79.18,-105.77,-109.17,5.06,0,
13,20,42,796,10,4,17,37.55286,-77.45742,20.27,59.00,222.79,240.30,-156.31,-105.71,-109.06,4.25,0,
13,20,43,0,10,4,17,37.55285,-77.45743,20.25,59.10,225.37,239.20,-220.69,-106.26,-109.17,4.68,0,
13,20,43,203,10,4,17,37.55284,-77.45745,20.25,59.00,225.37,239.15,-213.27,-106.21,-109.17,5.16,0,
13,20,43,390,10,4,17,37.55283,-77.45747,20.20,59.00,232.86,240.19,18.60,-105.05,-109.01,6.68,0,
13,20,43,609,10,4,17,37.55282,-77.45748,20.57,58.90,234.46,239.53,18.54,-105.22,-108.84,6.78,0,
13,20,43,796,10,4,17,37.55281,-77.45750,20.79,58.90,234.73,239.48,-218.60,-105.88,-108.79,3.77,0,
13,20,44,0,10,4,17,37.55280,-77.45751,21.27,58.80,235.35,240.47,-217.66,-105.11,-109.01,3.92,0,
13,20,44,187,10,4,17,37.55279,-77.45754,21.27,58.80,235.35,240.36,-210.30,-105.11,-109.06,3.58,0,
13,20,44,406,10,4,17,37.55278,-77.45755,22.04,58.80,236.83,240.30,17.77,-105.00,-108.79,4.58,0,
13,20,44,609,10,4,17,37.55277,-77.45758,22.49,58.70,236.87,239.64,16.34,-105.11,-108.90,6.54,0,
13,20,44,796,10,4,17,37.55276,-77.45760,22.72,58.70,236.96,238.98,17.94,-104.94,-108.68,4.39,0,
13,20,44,984,10,4,17,37.55274,-77.45762,23.15,58.70,236.84,239.59,-146.86,-104.83,-108.35,4.58,0,
13,20,45,203,10,4,17,37.55274,-77.45764,23.47,58.60,236.48,238.98,-3.93,-105.38,-108.35,5.16,0,
13,20,45,406,10,4,17,37.55273,-77.45766,23.47,58.60,236.48,238.93,1.46,-105.27,-108.24,5.11,0,
13,20,45,609,10,4,17,37.55271,-77.45767,24.09,58.60,236.07,239.48,19.37,-104.12,-108.52,5.82,0,
13,20,45,796,10,4,17,37.55270,-77.45770,24.29,58.60,235.61,239.86,-216.90,-104.40,-108.24,7.16,0,
13,20,46,0,10,4,17,37.55269,-77.45772,24.29,58.70,235.61,239.92,-56.22,-104.40,-108.19,5.63,0,
13,20,46,203,10,4,17,37.55268,-77.45774,24.29,58.70,235.61,239.81,-48.97,-104.45,-108.19,5.49,0,
13,20,46,406,10,4,17,37.55266,-77.45777,25.14,58.70,231.76,238.98,7.78,-104.56,-108.46,3.53,0,
13,20,46,593,10,4,17,37.55265,-77.45778,25.11,58.80,230.85,238.93,9.31,-104.67,-108.35,5.01,0,
13,20,46,796,10,4,17,37.55263,-77.45780,25.18,58.90,228.40,239.37,14.64,-104.18,-108.62,3.34,0,
13,20,47,0,10,4,17,37.55261,-77.45782,25.48,58.90,224.05,238.98,14.42,-104.51,-108.30,5.58,0,
13,20,47,203,10,4,17,37.55260,-77.45784,25.48,59.10,224.05,238.98,14.26,-104.56,-108.35,5.73,0,
13,20,47,390,10,4,17,37.55258,-77.45786,26.15,59.10,218.48,238.27,17.88,-104.51,-108.19,3.34,0,
13,20,47,609,10,4,17,37.55256,-77.45787,26.35,59.30,216.50,238.32,14.53,-104.61,-108.41,5.01,0,
13,20,47,796,10,4,17,37.55254,-77.45789,26.43,59.40,215.56,238.38,-212.61,-104.23,-108.46,3.20,0,
13,20,48,0,10,4,17,37.55252,-77.45790,26.89,59.40,213.38,238.93,15.25,-104.40,-108.52,5.44,0,
13,20,48,187,10,4,17,37.55250,-77.45791,26.89,59.40,213.38,238.82,15.36,-104.29,-108.46,4.96,0,
13,20,48,406,10,4,17,37.55248,-77.45793,27.32,59.40,210.10,238.32,14.75,-104.40,-108.13,3.96,0,
13,20,48,609,10,4,17,37.55246,-77.45793,27.38,59.50,208.83,238.76,-212.67,-104.01,-107.80,5.58,0,
13,20,48,796,10,4,17,37.55244,-77.45796,27.57,59.70,208.30,238.76,-214.48,-103.41,-107.31,5.44,0,
13,20,48,984,10,4,17,37.55242,-77.45797,27.64,59.80,207.09,239.04,14.92,-103.90,-108.35,5.39,0,
13,20,49,203,10,4,17,37.55240,-77.45798,27.64,59.90,207.09,238.87,16.01,-103.57,-107.80,4.06,0,
13,20,49,406,10,4,17,37.55237,-77.45800,27.64,60.10,207.09,238.93,16.07,-103.52,-107.75,4.06,0,
13,20,49,609,10,4,17,37.55236,-77.45800,27.64,60.20,205.33,237.88,-212.83,-104.01,-107.97,6.54,0,
13,20,49,796,10,4,17,37.55233,-77.45802,27.66,60.40,204.82,238.38,-212.34,-103.90,-108.52,4.92,0,
13,20,50,0,10,4,17,37.55231,-77.45803,27.64,60.40,203.61,238.16,16.62,-104.01,-108.41,4.34,0,
13,20,50,203,10,4,17,37.55229,-77.45803,27.64,60.50,203.61,238.16,9.48,-104.01,-108.35,4.34,0,
13,20,50,406,10,4,17,37.55227,-77.45805,27.41,60.60,201.61,238.43,12.94,-103.24,-108.19,5.73,0,
13,20,50,593,10,4,17,37.55225,-77.45806,27.44,60.70,201.07,238.05,14.64,-102.97,-108.08,4.92,0,
13,20,50,796,10,4,17,37.55223,-77.45808,27.43,60.70,201.07,238.71,-211.07,-103.08,-107.14,4.30,0,
13,20,51,0,10,4,17,37.55221,-77.45809,27.35,60.70,200.86,238.60,-211.29,-103.63,-107.42,6.44,0,
13,20,51,203,10,4,17,37.55218,-77.45809,27.35,60.70,200.86,238.60,-211.24,-103.57,-107.42,6.30,0,
13,20,51,390,10,4,17,37.55216,-77.45811,27.12,60.70,201.52,237.44,-209.48,-103.79,-108.24,5.68,0,
13,20,51,609,10,4,17,37.55215,-77.45812,26.92,60.60,201.87,237.22,-195.31,-103.52,-107.97,4.73,0,
13,20,51,796,10,4,17,37.55213,-77.45813,26.86,60.60,202.21,237.72,-209.81,-103.35,-108.02,6.82,0,
13,20,52,0,10,4,17,37.55211,-77.45814,26.65,60.60,203.00,236.95,-209.97,-102.75,-107.69,3.58,0,
13,20,52,187,10,4,17,37.55209,-77.45815,26.65,60.50,203.00,237.00,-210.08,-102.75,-107.80,3.92,0,
13,20,52,406,10,4,17,37.55207,-77.45816,26.65,60.50,203.00,237.00,-159.16,-102.42,-107.80,4.01,0,
13,20,52,609,10,4,17,37.55205,-77.45817,26.62,60.50,204.74,236.68,-210.69,-102.80,-107.36,5.68,0,
13,20,52,796,10,4,17,37.55204,-77.45819,26.59,60.40,204.95,237.44,-209.92,-102.47,-107.47,4.82,0,
13,20,52,984,10,4,17,37.55201,-77.45820,26.52,60.40,205.60,237.99,-210.47,-102.58,-106.65,6.87,0,
13,20,53,203,10,4,17,37.55200,-77.45822,26.28,60.50,206.37,237.55,-210.58,-102.20,-106.87,3.58,0,
13,20,53,406,10,4,17,37.55198,-77.45822,26.28,60.50,206.37,237.61,-210.58,-102.20,-106.87,3.25,0,
13,20,53,609,10,4,17,37.55196,-77.45824,26.06,60.50,207.59,236.62,-210.41,-102.47,-108.19,5.63,0,
13,20,53,796,10,4,17,37.55194,-77.45825,26.01,60.60,207.83,236.95,-208.55,-102.14,-107.75,5.58,0,
13,20,54,0,10,4,17,37.55192,-77.45826,25.82,60.60,209.54,236.95,-210.03,-102.25,-107.80,3.58,0,
13,20,54,203,10,4,17,37.55191,-77.45828,25.82,60.60,209.54,236.90,-203.60,-102.25,-107.80,3.63,0,
13,20,54,406,10,4,17,37.55189,-77.45829,25.39,60.60,212.05,236.68,17.50,-101.76,-107.36,4.15,0,
13,20,54,593,10,4,17,37.55187,-77.45831,25.43,60.60,212.98,236.29,1.90,-101.76,-107.20,4.39,0,
13,20,54,796,10,4,17,37.55186,-77.45832,25.48,60.50,213.16,236.29,15.69,-101.65,-107.80,5.30,0,
13,20,55,0,10,4,17,37.55184,-77.45834,25.85,60.50,213.40,236.13,0.58,-101.59,-107.69,4.20,0,
13,20,55,203,10,4,17,37.55182,-77.45835,25.85,60.40,213.40,236.13,-6.40,-101.54,-107.69,4.96,0,
13,20,55,390,10,4,17,37.55181,-77.45837,26.89,60.20,215.23,236.18,14.04,-101.48,-107.75,5.01,0,
13,20,55,609,10,4,17,37.55178,-77.45838,26.89,60.10,215.23,236.24,-116.97,-101.26,-107.09,4.39,0,
13,20,55,796,10,4,17,37.55177,-77.45840,27.65,59.90,215.68,236.62,14.53,-101.26,-106.98,4.44,0,
13,20,56,0,10,4,17,37.55175,-77.45841,27.91,59.70,216.13,236.13,17.83,-101.26,-106.65,4.01,0,
13,20,56,187,10,4,17,37.55173,-77.45843,27.91,59.70,216.13,236.13,17.72,-101.37,-106.65,3.73,0,
13,20,56,406,10,4,17,37.55171,-77.45845,28.34,59.50,216.97,235.63,-116.37,-101.21,-106.87,5.06,0,
13,20,56,609,10,4,17,37.55170,-77.45847,28.42,59.40,217.29,235.58,19.04,-101.32,-106.98,4.77,0,
13,20,56,796,10,4,17,37.55168,-77.45848,28.51,59.30,217.33,235.36,20.02,-100.88,-107.09,4.25,0,
13,20,56,984,10,4,17,37.55166,-77.45850,28.79,59.30,217.39,235.36,16.12,-101.15,-107.14,5.25,0,
13,20,57,203,10,4,17,37.55164,-77.45852,28.80,59.20,217.53,235.25,9.37,-101.26,-107.20,1.96,0,
13,20,57,406,10,4,17,37.55163,-77.45854,28.80,59.10,217.53,235.19,9.59,-101.26,-107.20,2.01,0,
13,20,57,609,10,4,17,37.55161,-77.45855,28.76,59.10,217.78,235.14,20.52,-101.10,-107.09,6.35,0,
13,20,57,796,10,4,17,37.55159,-77.45858,28.73,59.10,217.71,235.19,-25.79,-100.77,-106.92,3.30,0,
13,20,58,0,10,4,17,37.55157,-77.45860,28.64,59.10,217.60,235.03,18.38,-100.60,-106.48,3.15,0,
13,20,58,203,10,4,17,37.55155,-77.45861,28.64,59.00,217.60,235.08,18.49,-100.55,-106.48,3.25,0,
13,20,58,406,10,4,17,37.55153,-77.45862,28.03,59.00,217.20,234.86,21.18,-100.66,-106.98,4.06,0,
13,20,58,593,10,4,17,37.55152,-77.45864,27.83,59.00,216.88,235.03,21.18,-100.66,-106.81,3.68,0,
13,20,59,0,10,4,17,37.55148,-77.45867,27.42,59.00,216.63,235.03,21.23,-100.60,-106.81,4.11,0,
13,20,59,203,10,4,17,37.55146,-77.45869,27.19,59.00,216.65,235.08,21.40,-100.60,-106.87,4.11,0,
13,20,59,390,10,4,17,37.55145,-77.45870,27.19,59.00,216.65,234.86,21.67,-100.93,-107.25,4.11,0,
13,20,59,609,10,4,17,37.55143,-77.45872,27.18,59.00,216.58,234.26,21.45,-100.33,-106.54,4.39,0,
13,20,59,796,10,4,17,37.55141,-77.45874,27.19,59.00,216.60,234.59,22.33,-100.66,-107.64,3.11,0,
13,21,0,0,10,4,17,37.55139,-77.45875,27.19,58.90,216.19,233.54,19.53,-100.33,-106.65,6.68,0,
13,21,0,187,10,4,17,37.55138,-77.45877,27.19,58.90,216.19,233.49,17.33,-100.28,-106.59,6.25,0,
13,21,0,406,10,4,17,37.55135,-77.45878,27.20,58.90,214.98,234.15,5.91,-99.89,-105.66,5.06,0,
13,21,0,609,10,4,17,37.55134,-77.45880,27.19,58.90,214.14,234.31,-56.55,-99.84,-106.54,5.30,0,
13,21,0,796,10,4,17,37.55132,-77.45882,26.92,58.90,213.32,233.54,-1.95,-100.06,-106.32,4.73,0,
13,21,0,984,10,4,17,37.55130,-77.45883,26.91,58.80,210.65,234.15,22.11,-99.67,-105.88,5.87,0,
13,21,1,203,10,4,17,37.55128,-77.45884,26.90,58.80,209.13,234.37,20.90,-99.67,-105.82,5.82,0,
13,21,1,406,10,4,17,37.55126,-77.45885,26.90,58.70,209.13,234.37,20.90,-99.78,-105.77,5.58,0,
13,21,1,609,10,4,17,37.55124,-77.45886,26.76,58.70,207.03,233.49,-197.45,-99.73,-105.77,4.77,0,
13,21,1,796,10,4,17,37.55122,-77.45887,26.54,58.60,206.69,233.43,19.92,-99.12,-106.04,5.16,0,
13,21,2,0,10,4,17,37.55120,-77.45889,26.23,58.60,205.55,233.71,-8.92,-99.40,-106.15,7.73,0,
13,21,2,406,10,4,17,37.55117,-77.45891,26.23,58.50,205.55,233.76,-7.28,-99.34,-106.04,7.59,0,
13,21,2,593,10,4,17,37.55115,-77.45892,25.51,58.40,204.76,232.56,19.37,-99.78,-105.66,4.06,0,
13,21,2,796,10,4,17,37.55113,-77.45894,25.51,58.30,204.56,233.60,9.64,-98.68,-106.10,5.16,0,
13,21,3,0,10,4,17,37.55111,-77.45895,25.55,58.20,204.57,233.82,12.55,-98.90,-106.26,5.11,0,
13,21,3,203,10,4,17,37.55109,-77.45896,25.55,58.10,204.57,233.71,12.77,-98.96,-106.26,5.25,0,
13,21,3,390,10,4,17,37.55107,-77.45897,25.60,58.00,204.63,232.83,-9.42,-99.23,-105.99,3.44,0,
13,21,3,609,10,4,17,37.55105,-77.45898,25.64,58.00,204.49,233.27,20.24,-99.23,-105.60,4.01,0,
13,21,3,796,10,4,17,37.55103,-77.45899,25.83,57.90,204.54,233.60,14.09,-99.29,-105.66,4.58,0,
13,21,4,0,10,4,17,37.55101,-77.45900,25.85,57.80,204.37,232.78,14.81,-98.96,-105.88,6.30,0,
13,21,4,187,10,4,17,37.55100,-77.45901,25.85,57.80,204.37,232.78,14.86,-99.07,-105.82,5.97,0,
13,21,4,406,10,4,17,37.55097,-77.45902,25.86,57.70,203.57,232.83,21.12,-99.34,-105.93,3.92,0,
13,21,4,609,10,4,17,37.55096,-77.45903,25.83,57.60,203.48,232.89,21.45,-99.40,-106.04,4.30,0,
13,21,4,796,10,4,17,37.55094,-77.45904,25.79,57.50,203.47,232.67,21.40,-99.89,-105.99,5.54,0,
13,21,4,984,10,4,17,37.55092,-77.45906,25.77,57.50,203.37,232.56,7.78,-99.34,-105.99,5.16,0,
