Hour,Minute,Second,Milliseconds,Day,Month,Year,Latitude,Longitude,Speed,Angle,Altitude,Thermo1,Thermo2,Thermo3,Thermo4,Pressure,Squeal
13,18,49,406,10,4,17,37.55842,-77.45222,12.78,49.90,215.95,256.07,15.74,-114.12,-108.46,31.91,0,
13,18,49,609,10,4,17,37.55842,-77.45223,12.78,50.00,215.95,256.73,-35.51,-113.84,-107.86,24.23,0,
13,18,49,796,10,4,17,37.55841,-77.45223,12.49,50.00,216.13,257.05,-91.65,-113.90,-108.24,11.50,0,
13,18,50,0,10,4,17,37.55840,-77.45224,12.25,50.00,216.24,257.00,7.67,-114.72,-108.08,7.11,0,
13,18,50,203,10,4,17,37.55839,-77.45225,12.25,50.00,216.24,257.00,7.72,-114.67,-108.19,7.40,0,
13,18,50,406,10,4,17,37.55838,-77.45226,12.13,50.10,216.34,257.60,8.05,-114.12,-109.23,13.60,0,
13,18,50,593,10,4,17,37.55837,-77.45227,11.89,50.20,216.85,257.82,9.15,-114.56,-109.17,3.39,0,
13,18,50,796,10,4,17,37.55836,-77.45227,11.94,50.30,216.59,258.04,5.80,-114.28,-109.61,2.29,0,
13,18,51,0,10,4,17,37.55836,-77.45228,11.95,50.40,217.09,258.70,10.47,-114.78,-109.39,2.39,0,
13,18,51,203,10,4,17,37.55835,-77.45228,11.95,50.60,217.09,258.70,10.47,-114.78,-109.39,2.63,0,
13,18,51,390,10,4,17,37.55834,-77.45229,11.83,50.80,216.19,257.82,11.90,-115.22,-110.33,3.77,0,
13,18,51,609,10,4,17,37.55833,-77.45230,11.64,50.90,216.73,257.82,11.73,-115.00,-110.55,1.25,0,
13,18,51,796,10,4,17,37.55833,-77.45230,11.71,51.10,216.14,258.43,12.00,-114.89,-109.94,3.82,0,
13,18,52,0,10,4,17,37.55831,-77.45231,11.68,51.30,217.03,258.10,11.79,-115.38,-109.61,2.53,0,
13,18,52,187,10,4,17,37.55831,-77.45232,11.68,51.40,217.03,258.04,11.73,-115.44,-109.67,2.77,0,
13,18,52,406,10,4,17,37.55830,-77.45233,11.48,51.60,217.38,258.54,11.18,-115.66,-110.05,6.97,0,
13,18,52,609,10,4,17,37.55829,-77.45234,11.51,51.80,216.40,258.48,10.96,-115.38,-110.55,1.82,0,
13,18,52,796,10,4,17,37.55828,-77.45234,11.51,51.90,216.40,258.15,3.33,-115.00,-110.49,4.15,0,
13,18,52,984,10,4,17,37.55828,-77.45235,11.43,52.10,216.75,258.48,11.13,-114.78,-110.44,1.53,0,
13,18,53,203,10,4,17,37.55827,-77.45236,11.38,52.20,215.49,257.77,10.25,-115.00,-110.44,5.78,0,
13,18,53,406,10,4,17,37.55826,-77.45236,11.38,52.30,215.49,257.88,10.30,-115.05,-110.38,6.20,0,
13,18,53,609,10,4,17,37.55825,-77.45236,11.30,52.50,216.24,257.88,10.69,-114.78,-110.33,6.82,0,
13,18,53,796,10,4,17,37.55825,-77.45237,11.03,52.60,216.49,258.43,10.30,-114.89,-110.49,7.73,0,
13,18,54,0,10,4,17,37.55824,-77.45238,11.08,52.70,216.84,258.81,10.36,-115.00,-111.15,1.44,0,
13,18,54,203,10,4,17,37.55823,-77.45239,11.08,52.80,216.84,258.81,10.30,-115.00,-111.15,1.87,0,
13,18,54,406,10,4,17,37.55822,-77.45240,11.04,53.00,216.25,257.93,12.22,-114.50,-110.38,5.58,0,
13,18,54,593,10,4,17,37.55821,-77.45240,10.97,53.00,215.70,258.21,8.54,-114.72,-110.77,7.83,0,
13,18,54,796,10,4,17,37.55821,-77.45241,10.96,53.10,216.41,257.60,-242.71,-114.50,-110.55,7.06,0,
13,18,55,0,10,4,17,37.55820,-77.45242,10.95,53.20,216.68,258.04,-242.27,-114.89,-110.71,5.63,0,
13,18,55,203,10,4,17,37.55819,-77.45243,10.95,53.40,216.68,258.04,-242.22,-114.89,-110.77,5.39,0,
13,18,55,390,10,4,17,37.55818,-77.45243,11.31,53.40,216.42,258.37,-228.60,-114.61,-110.38,5.82,0,
13,18,55,609,10,4,17,37.55817,-77.45244,11.33,53.50,217.03,257.44,-231.23,-114.67,-111.04,2.25,0,
13,18,55,796,10,4,17,37.55817,-77.45245,11.26,53.60,216.66,257.82,-217.83,-114.61,-110.82,5.82,0,
13,18,56,0,10,4,17,37.55816,-77.45246,11.26,53.60,216.66,257.44,-215.80,-114.28,-110.82,5.16,0,
13,18,56,187,10,4,17,37.55815,-77.45247,11.26,53.60,216.66,257.44,-215.85,-114.28,-110.88,5.06,0,
13,18,56,406,10,4,17,37.55815,-77.45248,11.11,53.70,216.72,257.49,-240.08,-114.17,-110.88,2.82,0,
13,18,56,609,10,4,17,37.55814,-77.45249,11.08,53.70,217.16,257.22,-238.59,-114.06,-110.88,4.87,0,
13,18,56,796,10,4,17,37.55813,-77.45249,11.03,53.70,216.40,256.84,-234.64,-113.68,-110.44,2.68,0,
13,18,56,984,10,4,17,37.55812,-77.45250,10.97,53.80,216.67,257.38,-239.36,-113.79,-111.04,5.44,0,
13,18,57,203,10,4,17,37.55811,-77.45250,10.95,53.80,216.77,257.05,-239.47,-113.40,-110.88,5.06,0,
13,18,57,406,10,4,17,37.55810,-77.45251,10.95,53.80,216.77,257.05,-239.53,-113.51,-110.82,4.77,0,
13,18,57,609,10,4,17,37.55810,-77.45252,10.88,53.80,217.91,256.95,-238.54,-114.01,-110.82,4.30,0,
13,18,57,796,10,4,17,37.55809,-77.45252,10.91,53.80,217.53,257.11,-239.20,-113.57,-110.93,5.16,0,
13,18,58,0,10,4,17,37.55809,-77.45253,11.33,53.80,216.69,257.00,-59.35,-113.02,-110.71,4.30,0,
13,18,58,203,10,4,17,37.55808,-77.45254,11.33,53.80,216.69,256.95,-58.03,-113.02,-110.77,3.96,0,
13,18,58,406,10,4,17,37.55807,-77.45255,11.25,53.80,217.23,256.45,-214.48,-113.79,-110.82,-0.66,0,
13,18,58,593,10,4,17,37.55806,-77.45256,11.28,53.70,217.28,256.23,-209.09,-112.91,-110.71,3.01,0,
13,18,58,796,10,4,17,37.55805,-77.45256,11.30,53.70,217.27,256.40,-160.81,-113.07,-109.94,9.35,0,
13,18,59,0,10,4,17,37.55805,-77.45256,11.35,53.80,217.33,256.40,-75.83,-112.91,-110.60,31.29,0,
13,18,59,390,10,4,17,37.55803,-77.45259,11.35,54.10,217.33,256.45,-20.46,-112.85,-110.33,166.42,0,
13,18,59,609,10,4,17,37.55802,-77.45259,11.37,54.20,216.83,256.12,2.56,-111.92,-110.27,314.67,0,
13,18,59,796,10,4,17,37.55801,-77.45259,11.35,54.30,216.79,256.18,3.98,-111.92,-110.16,339.51,0,
13,19,0,0,10,4,17,37.55800,-77.45260,11.30,54.40,216.70,256.40,2.61,-112.25,-110.27,345.66,0,
13,19,0,187,10,4,17,37.55799,-77.45261,11.30,54.50,216.70,256.40,2.67,-112.31,-110.27,345.57,0,
13,19,0,406,10,4,17,37.55799,-77.45262,10.52,54.50,217.23,255.74,2.50,-111.76,-110.22,356.63,0,
13,19,0,609,10,4,17,37.55798,-77.45262,10.06,54.70,217.28,256.12,6.40,-112.47,-110.71,362.45,0,
13,19,0,796,10,4,17,37.55798,-77.45262,9.80,54.70,217.43,255.90,11.95,-112.09,-110.44,366.84,0,
13,19,0,984,10,4,17,37.55797,-77.45263,9.24,54.70,217.54,256.23,12.33,-112.25,-110.49,381.52,0,
13,19,1,203,10,4,17,37.55797,-77.45264,8.41,54.80,216.98,255.35,11.62,-112.47,-110.60,345.66,0,
13,19,1,406,10,4,17,37.55796,-77.45264,8.41,55.00,216.98,255.35,11.68,-112.36,-110.49,343.47,0,
13,19,1,609,10,4,17,37.55796,-77.45265,6.38,55.10,217.18,255.57,12.00,-112.31,-110.38,262.08,0,
13,19,1,796,10,4,17,37.55796,-77.45265,5.80,55.10,217.16,255.63,11.84,-112.58,-110.27,248.15,0,
13,19,2,0,10,4,17,37.55796,-77.45265,4.73,55.10,216.69,255.46,11.18,-113.13,-110.49,245.48,0,
13,19,2,203,10,4,17,37.55796,-77.45265,4.73,55.10,216.69,255.57,11.24,-113.18,-110.60,245.39,0,
13,19,2,406,10,4,17,37.55796,-77.45265,3.48,55.00,218.04,256.23,10.63,-113.18,-110.00,225.12,0,
13,19,2,593,10,4,17,37.55795,-77.45265,3.48,55.00,218.04,255.52,10.41,-113.18,-110.49,211.86,0,
13,19,2,796,10,4,17,37.55795,-77.45265,2.70,55.00,218.04,255.02,9.86,-113.84,-110.71,195.75,0,
13,19,3,0,10,4,17,37.55795,-77.45266,2.27,54.90,218.04,255.57,9.09,-113.51,-110.66,187.64,0,
13,19,3,203,10,4,17,37.55795,-77.45266,2.27,54.90,218.04,255.57,9.09,-113.57,-110.71,187.02,0,
13,19,3,390,10,4,17,37.55794,-77.45266,1.82,54.80,218.04,255.68,9.81,-113.51,-110.71,179.53,0,
13,19,3,609,10,4,17,37.55794,-77.45266,1.35,54.70,218.04,256.18,9.92,-113.84,-110.44,170.62,0,
13,19,3,796,10,4,17,37.55794,-77.45267,1.30,54.70,218.04,256.18,9.26,-113.51,-110.55,123.70,0,
13,19,4,0,10,4,17,37.55794,-77.45267,1.12,54.70,218.04,255.85,8.54,-113.90,-110.82,115.26,0,
13,19,4,187,10,4,17,37.55794,-77.45267,1.12,54.60,218.04,255.90,8.43,-113.90,-110.77,116.12,0,
13,19,4,406,10,4,17,37.55794,-77.45267,0.82,54.60,218.04,256.67,5.14,-112.58,-110.44,125.27,0,
13,19,4,609,10,4,17,37.55794,-77.45267,0.74,54.50,218.04,257.33,5.14,-112.96,-110.44,128.13,0,
13,19,4,796,10,4,17,37.55795,-77.45267,0.67,54.50,218.04,257.00,4.86,-113.18,-110.33,133.33,0,
13,19,4,984,10,4,17,37.55795,-77.45267,0.45,54.50,218.04,257.27,4.70,-113.07,-110.33,138.34,0,
13,19,5,203,10,4,17,37.55795,-77.45268,0.39,54.40,218.04,256.95,5.25,-113.73,-110.11,144.01,0,
13,19,5,406,10,4,17,37.55795,-77.45268,0.39,54.40,218.04,257.05,5.25,-113.68,-110.16,144.39,0,
13,19,5,609,10,4,17,37.55795,-77.45268,0.09,54.40,218.04,256.95,4.53,-113.84,-110.49,146.87,0,
13,19,5,796,10,4,17,37.55795,-77.45268,0.09,54.30,218.04,256.73,4.92,-113.73,-110.55,151.59,0,
13,19,6,0,10,4,17,37.55795,-77.45268,0.09,54.30,218.04,256.89,4.42,-112.85,-110.44,156.07,0,
13,19,6,203,10,4,17,37.55795,-77.45268,0.09,54.20,218.04,256.89,4.37,-112.69,-110.38,155.50,0,
13,19,6,406,10,4,17,37.55795,-77.45268,0.07,54.20,218.04,256.78,4.53,-113.13,-109.94,161.75,0,
13,19,6,593,10,4,17,37.55795,-77.45268,0.05,54.20,218.04,257.44,4.59,-113.18,-110.33,164.23,0,
13,19,6,796,10,4,17,37.55795,-77.45268,0.05,54.20,218.04,257.82,4.42,-113.18,-110.00,166.28,0,
13,19,7,0,10,4,17,37.55795,-77.45268,0.03,54.20,218.04,257.44,4.15,-113.18,-110.38,170.95,0,
13,19,7,203,10,4,17,37.55795,-77.45268,0.03,54.20,218.04,257.60,4.20,-113.18,-110.33,171.14,0,
13,19,7,390,10,4,17,37.55795,-77.45268,0.06,54.20,218.04,256.45,4.26,-112.03,-109.61,172.19,0,
13,19,7,609,10,4,17,37.55795,-77.45268,0.09,54.20,218.04,256.78,4.20,-112.91,-109.78,176.67,0,
13,19,7,796,10,4,17,37.55795,-77.45269,0.10,54.20,218.04,257.05,4.53,-112.36,-110.11,176.29,0,
13,19,8,0,10,4,17,37.55795,-77.45269,0.12,54.20,218.04,256.56,4.64,-111.98,-109.83,179.15,0,
13,19,8,187,10,4,17,37.55795,-77.45269,0.12,54.20,218.04,256.56,4.70,-111.98,-109.89,179.06,0,
13,19,8,406,10,4,17,37.55795,-77.45269,0.16,54.20,218.04,257.16,5.30,-111.81,-109.23,182.40,0,
13,19,8,609,10,4,17,37.55795,-77.45269,0.16,54.20,218.04,257.16,4.86,-111.76,-108.62,184.88,0,
13,19,8,796,10,4,17,37.55795,-77.45269,0.17,54.20,218.04,257.49,4.81,-112.14,-108.79,185.92,0,
13,19,8,984,10,4,17,37.55795,-77.45269,0.17,54.20,218.04,257.27,5.19,-111.59,-108.68,187.97,0,
13,19,9,203,10,4,17,37.55795,-77.45269,0.17,54.20,218.04,257.33,5.58,-111.48,-108.13,187.02,0,
13,19,9,406,10,4,17,37.55795,-77.45269,0.17,54.20,218.04,257.27,5.63,-111.48,-108.24,187.26,0,
13,19,9,609,10,4,17,37.55795,-77.45269,0.00,54.20,218.04,256.89,4.42,-112.58,-108.90,190.22,0,
13,19,9,796,10,4,17,37.55795,-77.45269,0.00,54.20,218.04,256.40,4.31,-111.81,-108.84,191.03,0,
13,19,10,0,10,4,17,37.55795,-77.45269,0.00,54.20,218.04,256.67,4.48,-111.70,-108.62,191.55,0,
13,19,10,203,10,4,17,37.55795,-77.45269,0.00,54.20,218.04,256.62,4.37,-111.81,-108.73,191.69,0,
13,19,10,406,10,4,17,37.55795,-77.45269,0.01,54.20,218.04,256.45,4.53,-110.99,-108.57,194.65,0,
13,19,10,593,10,4,17,37.55795,-77.45269,0.01,54.20,218.04,256.01,4.31,-111.37,-108.57,194.60,0,
13,19,10,796,10,4,17,37.55795,-77.45269,0.01,54.20,218.04,256.67,3.98,-111.65,-108.62,195.13,0,
13,19,11,0,10,4,17,37.55795,-77.45269,0.02,54.20,218.04,255.79,4.48,-111.32,-108.46,194.56,0,
13,19,11,203,10,4,17,37.55795,-77.45269,0.02,54.20,218.04,255.68,4.53,-111.32,-108.30,194.65,0,
13,19,11,390,10,4,17,37.55795,-77.45269,0.05,54.20,218.04,256.23,4.75,-110.82,-108.19,197.99,0,
13,19,11,609,10,4,17,37.55795,-77.45269,0.08,54.20,218.04,256.67,5.03,-111.37,-107.91,200.28,0,
13,19,11,796,10,4,17,37.55795,-77.45269,0.09,54.20,218.04,256.12,4.37,-111.32,-107.86,199.56,0,
13,19,12,0,10,4,17,37.55795,-77.45269,0.12,54.20,218.04,256.01,4.04,-110.99,-108.46,200.90,0,
13,19,12,406,10,4,17,37.55795,-77.45269,0.12,54.20,218.04,256.12,4.59,-111.15,-107.25,199.66,0,
13,19,12,609,10,4,17,37.55795,-77.45269,0.17,54.20,218.04,256.45,4.81,-110.33,-106.92,201.61,0,
13,19,12,796,10,4,17,37.55795,-77.45269,0.18,54.20,218.04,256.40,4.53,-110.38,-107.64,201.61,0,
13,19,12,984,10,4,17,37.55795,-77.45269,0.20,54.20,218.04,257.05,4.86,-110.16,-107.09,156.46,0,
13,19,13,203,10,4,17,37.55795,-77.45269,0.21,54.20,218.04,256.29,4.37,-110.60,-106.81,4.01,0,
13,19,13,406,10,4,17,37.55795,-77.45269,0.21,54.20,218.04,256.23,4.20,-110.66,-106.76,4.25,0,
13,19,13,609,10,4,17,37.55796,-77.45269,0.24,54.20,218.04,255.85,3.98,-110.66,-107.80,3.01,0,
13,19,13,796,10,4,17,37.55796,-77.45269,0.24,54.20,218.04,255.74,1.29,-110.71,-107.69,4.11,0,
13,19,14,0,10,4,17,37.55796,-77.45269,0.25,54.20,218.04,255.57,-15.35,-110.22,-107.25,4.63,0,
13,19,14,203,10,4,17,37.55796,-77.45269,0.25,54.20,218.04,255.52,-22.44,-110.33,-107.20,5.30,0,
13,19,14,406,10,4,17,37.55796,-77.45269,0.24,54.20,218.04,256.07,-238.59,-110.93,-107.03,4.34,0,
13,19,14,593,10,4,17,37.55796,-77.45269,0.23,54.20,218.04,256.29,-238.10,-110.00,-107.14,2.87,0,
13,19,14,796,10,4,17,37.55796,-77.45269,0.24,54.20,218.04,256.40,-239.14,-110.66,-106.87,4.15,0,
13,19,15,0,10,4,17,37.55796,-77.45269,0.30,54.20,218.04,255.57,-238.76,-110.16,-106.43,3.20,0,
13,19,15,203,10,4,17,37.55796,-77.45269,0.30,54.20,218.04,255.57,-238.70,-110.27,-106.37,3.58,0,
13,19,15,390,10,4,17,37.55796,-77.45269,0.73,54.20,218.04,255.74,-238.48,-110.71,-107.14,2.34,0,
13,19,15,609,10,4,17,37.55796,-77.45269,0.73,54.20,218.04,255.90,-238.37,-110.00,-106.92,3.58,0,
13,19,15,796,10,4,17,37.55796,-77.45269,0.00,54.20,218.04,254.86,-238.32,-110.11,-106.70,2.10,0,
13,19,16,0,10,4,17,37.55795,-77.45269,0.00,54.20,218.04,255.35,-237.49,-110.00,-106.76,5.35,0,
13,19,16,187,10,4,17,37.55795,-77.45269,0.00,54.20,218.04,255.30,-237.49,-110.00,-106.87,5.82,0,
13,19,16,406,10,4,17,37.55795,-77.45269,1.52,54.20,243.23,255.90,-237.17,-109.78,-107.03,5.30,0,
13,19,16,609,10,4,17,37.55794,-77.45269,3.36,54.20,214.26,255.41,-237.22,-109.94,-106.81,3.15,0,
13,19,16,796,10,4,17,37.55794,-77.45269,4.14,54.30,214.46,255.13,-237.06,-109.72,-106.54,3.87,0,
13,19,16,984,10,4,17,37.55794,-77.45271,5.23,54.30,214.25,254.75,-236.84,-109.50,-106.98,4.49,0,
13,19,17,203,10,4,17,37.55793,-77.45271,5.61,54.30,214.71,255.13,-236.73,-109.67,-107.14,3.82,0,
13,19,17,406,10,4,17,37.55793,-77.45271,5.61,54.30,214.71,255.13,-236.78,-109.56,-107.14,4.82,0,
13,19,17,609,10,4,17,37.55793,-77.45272,5.93,54.30,213.62,255.08,-236.84,-110.05,-107.03,3.15,0,
13,19,17,796,10,4,17,37.55792,-77.45272,5.95,54.30,213.02,254.75,-237.00,-109.39,-107.09,2.29,0,
13,19,18,0,10,4,17,37.55792,-77.45272,5.96,54.40,211.97,255.30,-237.27,-109.39,-106.92,2.29,0,
13,19,18,203,10,4,17,37.55792,-77.45272,5.96,54.30,211.97,255.41,-237.22,-109.34,-107.03,1.82,0,
13,19,18,406,10,4,17,37.55792,-77.45272,5.97,54.30,213.09,255.35,-236.62,-109.17,-106.81,3.53,0,
13,19,18,593,10,4,17,37.55791,-77.45272,6.16,54.30,213.11,254.91,-236.18,-109.39,-107.25,2.72,0,
13,19,18,796,10,4,17,37.55791,-77.45273,6.16,54.40,213.11,255.30,-236.45,-108.62,-106.98,5.44,0,
13,19,19,0,10,4,17,37.55790,-77.45273,6.70,54.40,213.15,254.47,-236.45,-109.12,-107.31,3.96,0,
13,19,19,203,10,4,17,37.55790,-77.45274,6.70,54.40,213.15,254.42,-236.51,-109.06,-107.31,4.39,0,
13,19,19,390,10,4,17,37.55789,-77.45274,7.52,54.30,212.11,254.36,-236.56,-108.79,-107.36,4.39,0,
13,19,19,609,10,4,17,37.55789,-77.45275,7.76,54.30,212.11,255.24,-236.18,-109.06,-107.53,6.44,0,
13,19,19,796,10,4,17,37.55788,-77.45275,7.77,54.40,212.48,253.87,-236.89,-108.46,-107.47,4.06,0,
13,19,20,0,10,4,17,37.55788,-77.45275,7.76,54.30,212.11,253.81,-235.63,-108.41,-107.03,4.58,0,
13,19,20,187,10,4,17,37.55787,-77.45275,7.76,54.30,212.11,253.87,-235.74,-108.41,-107.09,4.44,0,
13,19,20,406,10,4,17,37.55786,-77.45276,8.43,54.30,212.21,254.47,-235.63,-108.35,-107.31,3.63,0,
13,19,20,609,10,4,17,37.55786,-77.45277,8.70,54.30,213.19,254.53,-234.58,-108.19,-107.36,5.58,0,
13,19,20,796,10,4,17,37.55785,-77.45277,8.92,54.30,213.69,254.42,-233.59,-107.86,-107.53,4.20,0,
13,19,20,984,10,4,17,37.55784,-77.45278,9.32,54.30,213.35,254.80,-233.54,-108.08,-107.69,84.12,0,
13,19,21,203,10,4,17,37.55784,-77.45278,9.97,54.20,212.93,254.31,-233.76,-108.57,-107.47,129.66,0,
13,19,21,406,10,4,17,37.55782,-77.45279,9.97,54.20,212.93,254.31,-233.59,-108.57,-107.47,133.71,0,
13,19,21,609,10,4,17,37.55782,-77.45280,10.81,54.20,215.00,254.25,-224.81,-108.08,-107.47,307.42,0,
13,19,21,796,10,4,17,37.55781,-77.45281,10.87,54.20,215.70,254.75,-225.46,-108.30,-107.31,355.54,0,
13,19,22,0,10,4,17,37.55780,-77.45281,10.87,54.10,215.70,254.25,-222.00,-107.64,-107.47,392.87,0,
13,19,22,203,10,4,17,37.55780,-77.45283,10.87,54.10,215.70,254.20,-216.24,-107.64,-107.53,396.45,0,
13,19,22,406,10,4,17,37.55779,-77.45284,10.77,54.00,216.58,254.91,-12.49,-107.20,-106.76,539.17,0,
13,19,22,593,10,4,17,37.55778,-77.45285,10.24,54.00,216.60,255.57,-7.33,-107.69,-106.92,597.58,0,
13,19,22,796,10,4,17,37.55778,-77.45285,10.17,53.90,217.41,254.91,-5.24,-107.80,-107.20,594.19,0,
13,19,23,0,10,4,17,37.55777,-77.45286,9.56,53.90,218.64,255.13,-0.35,-107.64,-106.59,544.17,0,
13,19,23,203,10,4,17,37.55776,-77.45288,9.56,53.80,218.64,255.19,-0.14,-107.75,-106.65,542.07,0,
13,19,23,390,10,4,17,37.55776,-77.45288,8.03,53.80,219.29,254.42,4.97,-108.02,-108.02,361.21,0,
13,19,23,609,10,4,17,37.55775,-77.45289,7.23,53.70,219.48,254.36,1.62,-107.97,-108.19,400.17,0,
13,19,23,796,10,4,17,37.55775,-77.45289,6.70,53.60,220.10,254.42,1.90,-109.01,-107.75,482.80,0,
13,19,24,0,10,4,17,37.55775,-77.45290,5.43,53.60,223.48,254.42,1.84,-108.52,-107.86,503.45,0,
13,19,24,187,10,4,17,37.55775,-77.45290,5.43,53.60,223.48,254.42,1.84,-108.52,-107.80,494.68,0,
