Hour,Minute,Second,Milliseconds,Day,Month,Year,Latitude,Longitude,Speed,Angle,Altitude,Thermo1,Thermo2,Thermo3,Thermo4,Pressure,Squeal
13,4,6,406,10,4,17,37.55677,-77.46061,16.69,41.10,51.01,145.65,-116.59,-0.96,4.64,6.92,0,
13,4,6,593,10,4,17,37.55679,-77.46060,17.01,41.30,50.26,145.49,6.62,-0.85,4.20,2.25,0,
13,4,6,796,10,4,17,37.55681,-77.46058,17.70,41.60,47.45,145.76,15.41,-1.07,4.37,2.29,0,
13,4,7,0,10,4,17,37.55682,-77.46057,17.91,41.80,45.79,145.65,12.94,-0.90,3.93,3.96,0,
13,4,7,203,10,4,17,37.55683,-77.46055,17.91,42.10,45.79,145.60,12.99,-0.85,3.93,4.01,0,
13,4,7,390,10,4,17,37.55684,-77.46054,18.11,42.30,45.37,145.87,12.00,-0.96,4.20,5.87,0,
13,4,7,609,10,4,17,37.55685,-77.46052,18.20,42.50,45.09,145.76,16.89,-0.63,4.53,3.63,0,
13,4,7,796,10,4,17,37.55686,-77.46050,18.68,42.70,44.47,145.76,16.40,-0.57,4.53,5.35,0,
13,4,8,0,10,4,17,37.55688,-77.46049,18.67,42.90,43.63,146.20,8.27,-0.63,4.70,3.53,0,
13,4,8,187,10,4,17,37.55688,-77.46047,18.67,42.90,43.63,146.15,8.98,-0.57,4.75,3.53,0,
13,4,8,406,10,4,17,37.55690,-77.46046,18.91,42.90,43.45,145.82,7.50,-0.52,4.42,4.25,0,
13,4,8,609,10,4,17,37.55691,-77.46045,19.15,43.00,43.16,145.93,14.53,-0.68,4.70,6.06,0,
13,4,8,796,10,4,17,37.55692,-77.46044,19.15,43.00,43.16,145.54,17.17,-0.08,4.59,7.97,0,
13,4,8,984,10,4,17,37.55693,-77.46042,19.39,43.00,41.72,145.27,14.04,-0.35,4.31,6.06,0,
13,4,9,203,10,4,17,37.55694,-77.46041,19.43,43.10,40.98,145.27,13.38,-0.03,4.09,5.16,0,
13,4,9,406,10,4,17,37.55695,-77.46040,19.43,43.10,40.98,145.16,13.43,0.03,4.09,5.20,0,
13,4,9,609,10,4,17,37.55697,-77.46038,19.51,43.10,40.59,145.60,15.41,-0.19,4.53,3.39,0,
13,4,9,796,10,4,17,37.55698,-77.46037,19.51,43.20,39.85,145.82,12.83,-0.19,4.42,4.20,0,
13,4,10,0,10,4,17,37.55699,-77.46035,19.72,43.20,39.37,145.65,13.10,-0.19,4.37,5.68,0,
13,4,10,203,10,4,17,37.55701,-77.46035,19.72,43.20,39.37,145.65,13.27,-0.19,4.37,5.20,0,
13,4,10,406,10,4,17,37.55702,-77.46033,20.18,43.20,39.81,145.93,16.01,0.52,5.03,2.77,0,
13,4,10,593,10,4,17,37.55703,-77.46031,20.58,43.30,39.53,146.26,16.95,0.41,4.86,1.05,0,
13,4,10,796,10,4,17,37.55704,-77.46031,20.52,43.30,39.58,144.72,15.80,-0.14,4.37,3.30,0,
13,4,11,0,10,4,17,37.55706,-77.46029,21.09,43.90,39.15,145.76,16.67,-0.30,4.48,4.68,0,
13,4,11,203,10,4,17,37.55707,-77.46028,21.09,44.00,39.15,145.82,16.51,-0.24,4.53,4.39,0,
13,4,11,390,10,4,17,37.55709,-77.46026,21.92,44.20,38.63,145.43,15.19,-0.35,4.64,5.20,0,
13,4,11,609,10,4,17,37.55710,-77.46025,22.20,44.30,38.91,144.99,13.38,0.52,4.53,4.30,0,
13,4,11,796,10,4,17,37.55712,-77.46024,22.66,44.20,38.58,145.21,15.47,0.30,4.59,4.58,0,
13,4,12,0,10,4,17,37.55713,-77.46022,22.66,44.20,38.58,144.77,15.96,0.14,4.64,31.33,0,
13,4,12,187,10,4,17,37.55714,-77.46021,22.66,44.30,38.58,144.88,16.18,0.19,4.59,38.11,0,
13,4,12,406,10,4,17,37.55715,-77.46020,22.05,44.30,39.58,145.10,16.51,0.74,4.48,123.51,0,
13,4,12,609,10,4,17,37.55717,-77.46018,22.05,44.30,39.03,145.38,16.78,0.69,5.03,173.43,0,
13,4,12,796,10,4,17,37.55718,-77.46017,22.04,44.30,38.53,145.21,16.73,0.47,4.81,240.33,0,
13,4,12,984,10,4,17,37.55720,-77.46015,22.02,44.30,38.41,145.76,17.50,0.30,4.97,296.69,0,
13,4,13,203,10,4,17,37.55721,-77.46014,21.98,44.40,37.73,145.27,17.44,0.58,4.81,312.91,0,
13,4,13,406,10,4,17,37.55723,-77.46012,21.98,44.40,37.73,145.27,17.44,0.52,4.81,311.38,0,
13,4,13,609,10,4,17,37.55725,-77.46012,21.66,44.50,36.91,145.05,18.38,0.03,4.64,204.47,0,
13,4,13,796,10,4,17,37.55725,-77.46010,21.22,44.60,36.64,145.43,16.23,0.41,4.59,139.29,0,
13,4,14,0,10,4,17,37.55727,-77.46009,20.63,44.60,37.37,145.27,13.38,-0.14,4.53,97.52,0,
13,4,14,203,10,4,17,37.55728,-77.46008,20.63,44.70,37.37,145.27,13.32,-0.14,4.53,94.51,0,
13,4,14,406,10,4,17,37.55730,-77.46007,20.27,44.70,38.17,145.60,16.12,-0.68,4.53,4.30,0,
13,4,14,593,10,4,17,37.55731,-77.46006,20.27,44.80,36.96,145.05,14.97,-0.79,4.64,4.92,0,
13,4,14,796,10,4,17,37.55732,-77.46005,19.97,44.80,35.85,145.49,16.23,-1.29,4.48,3.63,0,
13,4,15,0,10,4,17,37.55733,-77.46004,19.18,44.80,34.49,145.93,15.69,-1.51,4.31,4.49,0,
13,4,15,390,10,4,17,37.55736,-77.46002,19.18,44.70,34.49,146.15,11.40,-1.73,3.71,4.73,0,
13,4,15,609,10,4,17,37.55738,-77.46001,18.39,44.70,28.65,146.31,16.34,-1.95,4.26,3.30,0,
13,4,15,796,10,4,17,37.55739,-77.46001,18.34,44.70,24.67,146.70,15.91,-2.22,3.71,4.11,0,
13,4,16,0,10,4,17,37.55741,-77.46001,18.27,44.70,21.33,146.42,13.54,-2.33,3.88,3.87,0,
13,4,16,187,10,4,17,37.55742,-77.46000,18.27,44.60,21.33,146.37,13.93,-2.28,3.82,3.73,0,
13,4,16,406,10,4,17,37.55744,-77.46000,18.54,44.50,13.88,147.08,16.78,-2.61,3.93,3.87,0,
13,4,16,609,10,4,17,37.55745,-77.46000,18.60,44.40,12.90,147.03,16.78,-2.44,3.44,5.25,0,
13,4,16,796,10,4,17,37.55747,-77.45999,18.81,44.30,10.80,147.25,12.83,-2.22,3.55,3.58,0,
13,4,16,984,10,4,17,37.55749,-77.45999,19.41,44.20,6.75,147.14,15.30,-2.77,3.22,3.39,0,
13,4,17,203,10,4,17,37.55750,-77.45999,19.84,44.10,4.41,147.91,13.05,-2.50,3.77,3.15,0,
13,4,17,406,10,4,17,37.55752,-77.45999,19.84,44.00,4.41,147.96,13.10,-2.50,3.71,2.72,0,
13,4,17,609,10,4,17,37.55754,-77.45999,20.37,43.90,2.03,148.02,14.70,-2.83,3.38,4.87,0,
13,4,17,796,10,4,17,37.55756,-77.45999,20.83,43.80,0.18,147.41,14.75,-2.72,3.38,5.63,0,
13,4,18,0,10,4,17,37.55757,-77.45999,21.51,43.60,358.81,147.91,-123.90,-2.72,2.94,4.49,0,
13,4,18,203,10,4,17,37.55760,-77.45999,21.51,43.50,358.81,148.13,-106.81,-2.77,3.05,3.73,0,
13,4,18,406,10,4,17,37.55761,-77.45999,23.02,43.40,356.99,147.80,13.71,-2.61,3.38,5.20,0,
13,4,18,593,10,4,17,37.55763,-77.45999,23.02,43.30,356.99,147.69,14.59,-2.44,3.33,4.54,0,
13,4,18,796,10,4,17,37.55765,-77.45999,23.34,43.20,356.98,147.96,14.04,-3.05,3.49,4.30,0,
13,4,19,0,10,4,17,37.55767,-77.46000,23.78,43.10,356.52,147.80,14.26,-2.66,2.94,4.30,0,
13,4,19,203,10,4,17,37.55769,-77.46000,23.78,43.00,356.52,147.74,14.37,-2.61,3.00,4.54,0,
13,4,19,390,10,4,17,37.55771,-77.46000,24.50,42.90,356.22,147.41,13.93,-3.10,2.94,2.53,0,
13,4,19,609,10,4,17,37.55773,-77.46000,24.70,42.90,356.36,147.96,15.91,-2.99,3.44,4.01,0,
13,4,19,796,10,4,17,37.55775,-77.46000,24.97,42.80,356.45,147.91,15.36,-2.33,3.00,4.06,0,
13,4,20,0,10,4,17,37.55777,-77.46000,25.18,42.80,356.50,148.18,14.64,-2.61,3.27,3.58,0,
13,4,20,187,10,4,17,37.55779,-77.46000,25.18,42.80,356.50,148.29,14.70,-2.66,3.22,3.73,0,
13,4,20,406,10,4,17,37.55781,-77.46001,25.46,42.70,356.38,147.47,13.49,-2.61,2.83,6.01,0,
13,4,20,609,10,4,17,37.55784,-77.46001,25.51,42.70,356.52,147.85,-12.88,-2.39,2.83,3.06,0,
13,4,20,796,10,4,17,37.55785,-77.46001,25.58,42.70,356.68,148.07,15.19,-2.66,3.11,6.16,0,
13,4,20,984,10,4,17,37.55788,-77.46001,25.76,42.60,356.81,147.58,15.52,-2.44,3.05,4.25,0,
13,4,21,203,10,4,17,37.55790,-77.46001,25.83,42.60,357.07,147.41,12.83,-2.44,3.05,2.29,0,
13,4,21,406,10,4,17,37.55792,-77.46001,25.83,42.50,357.07,147.69,13.10,-2.50,3.16,1.96,0,
13,4,21,609,10,4,17,37.55794,-77.46001,25.93,42.40,357.27,147.80,15.36,-2.11,2.89,3.34,0,
13,4,21,796,10,4,17,37.55796,-77.46001,25.93,42.30,357.27,147.91,16.40,-2.28,3.16,2.72,0,
13,4,22,0,10,4,17,37.55798,-77.46001,26.09,42.30,357.65,147.25,11.62,-2.06,2.94,4.44,0,
13,4,22,203,10,4,17,37.55800,-77.46001,26.09,42.20,357.65,147.36,12.11,-2.22,3.11,4.92,0,
13,4,22,406,10,4,17,37.55803,-77.46001,26.88,42.20,357.90,147.74,14.37,-2.39,3.22,5.16,0,
13,4,22,593,10,4,17,37.55805,-77.46002,26.94,42.10,357.92,147.69,16.07,-2.28,3.27,4.49,0,
13,4,22,796,10,4,17,37.55808,-77.46002,27.21,42.10,358.00,147.58,14.70,-2.22,3.49,4.77,0,
13,4,23,0,10,4,17,37.55810,-77.46002,27.44,42.10,358.00,147.25,16.34,-2.11,2.83,3.39,0,
13,4,23,203,10,4,17,37.55812,-77.46002,27.44,42.00,358.00,147.36,16.34,-2.11,2.94,3.30,0,
13,4,23,390,10,4,17,37.55814,-77.46002,27.76,42.00,357.88,147.30,16.12,-2.39,3.16,4.96,0,
13,4,23,609,10,4,17,37.55817,-77.46002,27.95,41.90,357.93,147.03,17.22,-2.06,3.22,6.35,0,
13,4,23,796,10,4,17,37.55819,-77.46002,28.15,41.80,357.84,147.63,17.17,-2.22,3.38,5.87,0,
13,4,24,0,10,4,17,37.55821,-77.46002,28.41,41.80,357.66,147.25,17.94,-2.17,3.11,3.20,0,
13,4,24,187,10,4,17,37.55823,-77.46002,28.41,41.70,357.66,147.19,17.99,-2.11,3.16,2.72,0,
13,4,24,406,10,4,17,37.55826,-77.46002,28.49,41.60,357.67,147.25,18.32,-2.06,3.05,4.30,0,
13,4,24,609,10,4,17,37.55828,-77.46002,28.56,41.50,357.67,147.47,17.88,-2.28,3.16,3.15,0,
13,4,24,796,10,4,17,37.55830,-77.46002,28.63,41.50,357.64,146.42,18.49,-2.39,2.89,4.11,0,
13,4,24,984,10,4,17,37.55833,-77.46002,28.63,41.40,357.64,146.70,16.18,-1.89,2.89,3.25,0,
13,4,25,203,10,4,17,37.55835,-77.46002,28.72,41.40,357.59,146.59,18.43,-2.00,2.89,2.77,0,
13,4,25,406,10,4,17,37.55838,-77.46003,28.72,41.30,357.59,146.48,18.43,-2.11,3.00,2.87,0,
13,4,25,609,10,4,17,37.55840,-77.46003,28.81,41.20,357.64,146.75,13.54,-1.95,3.05,3.87,0,
13,4,25,796,10,4,17,37.55842,-77.46003,28.84,41.10,357.64,147.14,15.03,-1.95,2.78,3.53,0,
13,4,26,0,10,4,17,37.55845,-77.46003,29.07,41.00,357.72,147.08,17.22,-1.89,2.67,3.44,0,
13,4,26,203,10,4,17,37.55847,-77.46003,29.07,40.90,357.72,146.92,17.44,-1.95,2.56,3.92,0,
13,4,26,406,10,4,17,37.55850,-77.46003,29.56,40.80,357.79,146.42,19.09,-1.51,2.78,4.54,0,
13,4,26,593,10,4,17,37.55852,-77.46003,29.86,40.70,357.91,146.92,19.20,-1.78,3.05,4.63,0,
13,4,26,796,10,4,17,37.55855,-77.46003,30.06,40.60,358.04,146.97,20.19,-1.73,3.16,3.77,0,
13,4,27,0,10,4,17,37.55858,-77.46003,30.39,40.60,358.24,146.48,20.35,-1.78,3.55,4.01,0,
13,4,27,203,10,4,17,37.55860,-77.46004,30.39,40.50,358.24,146.48,20.02,-1.73,3.33,5.16,0,
13,4,27,390,10,4,17,37.55863,-77.46004,30.95,40.40,358.39,146.15,19.59,-1.56,2.94,4.06,0,
13,4,27,609,10,4,17,37.55865,-77.46004,30.96,40.30,358.44,146.64,19.09,-1.56,3.71,5.54,0,
13,4,27,796,10,4,17,37.55868,-77.46004,31.04,40.20,358.48,146.70,20.52,-1.51,2.78,5.25,0,
13,4,28,0,10,4,17,37.55870,-77.46004,31.12,40.10,358.40,146.53,19.92,-1.45,3.11,5.39,0,
13,4,28,406,10,4,17,37.55876,-77.46004,31.12,39.90,358.40,146.64,19.59,-1.45,3.11,1.63,0,
13,4,28,609,10,4,17,37.55878,-77.46005,31.48,39.80,358.34,146.70,20.85,-1.29,2.72,6.54,0,
13,4,28,796,10,4,17,37.55880,-77.46005,31.54,39.60,358.27,146.20,18.76,-1.23,2.67,6.01,0,
13,4,28,984,10,4,17,37.55883,-77.46005,31.63,39.50,358.16,146.92,20.63,-0.96,2.94,4.25,0,
13,4,29,203,10,4,17,37.55886,-77.46005,31.89,39.40,358.21,146.20,20.41,-1.29,3.22,2.91,0,
13,4,29,406,10,4,17,37.55889,-77.46005,31.89,39.30,358.21,146.09,20.52,-1.34,3.11,3.20,0,
13,4,29,609,10,4,17,37.55891,-77.46005,32.01,39.20,358.34,146.70,20.68,-0.90,3.66,5.11,0,
13,4,29,796,10,4,17,37.55894,-77.46005,32.27,39.20,358.30,146.48,22.00,-1.07,3.60,3.11,0,
13,4,30,0,10,4,17,37.55896,-77.46005,32.32,39.10,358.24,146.59,21.29,-0.74,3.44,4.30,0,
13,4,30,203,10,4,17,37.55899,-77.46006,32.32,39.00,358.24,146.42,21.45,-0.57,3.38,4.20,0,
13,4,30,406,10,4,17,37.55902,-77.46006,32.35,38.90,358.33,145.87,20.52,-0.79,2.89,2.72,0,
13,4,30,593,10,4,17,37.55904,-77.46006,32.44,38.80,358.40,145.98,21.23,-0.68,3.33,5.44,0,
13,4,30,796,10,4,17,37.55907,-77.46006,32.67,38.80,358.65,146.09,22.11,-0.85,3.16,4.58,0,
13,4,31,0,10,4,17,37.55909,-77.46006,32.92,38.70,358.99,145.87,21.78,-1.01,3.33,4.25,0,
13,4,31,203,10,4,17,37.55912,-77.46006,32.92,38.60,358.99,145.93,21.84,-0.96,3.38,4.44,0,
13,4,31,390,10,4,17,37.55915,-77.46006,33.03,38.50,359.20,146.37,22.11,-0.52,3.33,3.39,0,
13,4,31,609,10,4,17,37.55917,-77.46006,33.03,38.50,359.20,145.82,22.33,-0.63,3.60,2.72,0,
13,4,31,796,10,4,17,37.55920,-77.46006,33.02,38.40,359.14,147.08,24.31,-0.63,3.27,5.63,0,
13,4,32,0,10,4,17,37.55923,-77.46006,32.93,38.40,359.05,146.31,23.16,-1.18,3.71,4.20,0,
13,4,32,187,10,4,17,37.55925,-77.46006,32.93,38.40,359.05,146.20,23.16,-1.12,3.66,4.49,0,
13,4,32,406,10,4,17,37.55928,-77.46006,32.44,38.40,358.59,145.93,21.62,-0.35,3.27,2.49,0,
13,4,32,609,10,4,17,37.55931,-77.46006,32.44,38.40,358.39,146.04,23.71,-0.63,3.33,4.44,0,
13,4,32,796,10,4,17,37.55933,-77.46006,32.45,38.30,358.12,146.04,22.88,-0.19,3.16,4.68,0,
13,4,32,984,10,4,17,37.55936,-77.46006,32.49,38.20,357.69,145.71,24.20,-0.63,3.27,3.11,0,
13,4,33,203,10,4,17,37.55938,-77.46007,32.50,38.20,357.10,145.93,23.82,-0.30,3.22,2.77,0,
13,4,33,406,10,4,17,37.55941,-77.46007,32.50,38.20,357.10,145.76,23.93,-0.46,3.33,2.49,0,
13,4,33,609,10,4,17,37.55944,-77.46007,32.48,38.20,355.99,145.76,23.38,-0.14,2.83,3.44,0,
13,4,33,796,10,4,17,37.55946,-77.46007,32.50,38.20,354.75,145.49,24.64,-0.63,3.00,5.49,0,
13,4,34,0,10,4,17,37.55949,-77.46008,32.93,38.20,353.43,145.60,22.22,-0.24,3.05,2.77,0,
13,4,34,203,10,4,17,37.55952,-77.46008,32.93,38.20,353.43,145.65,22.22,-0.30,3.05,3.20,0,
13,4,34,406,10,4,17,37.55955,-77.46009,33.19,38.20,351.10,145.65,24.31,-0.14,2.61,5.92,0,
13,4,34,593,10,4,17,37.55957,-77.46009,33.11,38.20,350.60,145.65,22.55,-0.35,3.05,2.68,0,
13,4,34,796,10,4,17,37.55960,-77.46009,33.11,38.20,350.60,145.32,19.53,-0.19,3.00,3.39,0,
13,4,35,0,10,4,17,37.55963,-77.46010,32.88,38.30,347.97,144.94,22.39,-0.41,2.89,2.72,0,
13,4,35,203,10,4,17,37.55965,-77.46011,32.88,38.40,347.97,144.99,22.61,-0.46,2.94,2.91,0,
13,4,35,390,10,4,17,37.55968,-77.46012,32.76,38.40,346.00,145.49,24.80,-0.19,3.05,3.96,0,
13,4,35,609,10,4,17,37.55971,-77.46012,32.48,38.50,345.55,145.21,25.57,-0.08,3.22,3.53,0,
13,4,35,796,10,4,17,37.55973,-77.46013,32.42,38.50,344.57,145.27,22.22,-0.24,2.83,5.54,0,
13,4,36,0,10,4,17,37.55976,-77.46014,32.38,38.60,343.71,145.43,23.76,-0.24,3.33,3.77,0,
13,4,36,187,10,4,17,37.55978,-77.46015,32.38,38.60,343.71,145.43,23.98,-0.41,3.27,3.25,0,
13,4,36,406,10,4,17,37.55981,-77.46016,31.62,38.60,343.28,145.76,25.30,-0.24,3.05,4.77,0,
13,4,36,609,10,4,17,37.55983,-77.46017,31.58,38.60,343.45,145.05,25.57,-0.14,3.16,4.25,0,
13,4,36,796,10,4,17,37.55986,-77.46018,31.58,38.60,343.49,145.76,24.42,0.03,3.38,4.39,0,
13,4,36,984,10,4,17,37.55988,-77.46019,31.66,38.60,343.55,144.61,26.84,0.08,3.33,3.34,0,
13,4,37,203,10,4,17,37.55990,-77.46020,31.66,38.60,343.17,145.98,25.74,-0.03,3.05,3.58,0,
13,4,37,406,10,4,17,37.55993,-77.46021,31.66,38.70,343.17,145.98,25.57,-0.03,3.16,3.34,0,
13,4,37,609,10,4,17,37.55995,-77.46022,31.38,38.70,343.78,144.77,25.46,-0.03,3.11,3.53,0,
13,4,37,796,10,4,17,37.55998,-77.46022,31.46,38.70,344.08,144.28,25.90,-0.08,2.83,5.11,0,
13,4,38,0,10,4,17,37.56000,-77.46023,31.46,38.80,344.08,145.05,26.23,-0.03,3.11,6.06,0,
13,4,38,203,10,4,17,37.56002,-77.46023,31.46,38.90,344.08,145.10,26.12,-0.03,3.22,6.01,0,
13,4,38,406,10,4,17,37.56005,-77.46024,31.15,38.90,346.93,144.99,26.12,-0.57,3.38,1.58,0,
13,4,38,593,10,4,17,37.56007,-77.46025,30.79,39.00,347.38,145.21,26.29,0.74,3.16,5.58,0,
13,4,38,796,10,4,17,37.56010,-77.46025,30.84,39.20,348.16,145.49,27.06,0.47,3.27,3.58,0,
13,4,39,0,10,4,17,37.56012,-77.46026,30.77,39.50,349.18,145.05,27.33,0.80,3.11,2.82,0,
13,4,39,203,10,4,17,37.56015,-77.46026,30.77,39.60,349.18,144.88,27.22,0.74,3.11,3.30,0,
13,4,39,390,10,4,17,37.56018,-77.46028,30.77,39.80,350.42,145.16,26.45,0.96,3.49,353.34,0,
13,4,39,609,10,4,17,37.56019,-77.46028,30.75,39.90,351.35,146.04,26.62,1.40,3.93,1142.56,0,
13,4,39,796,10,4,17,37.56022,-77.46028,30.79,40.00,351.94,146.42,29.03,1.51,3.98,1143.65,0,
13,4,40,0,10,4,17,37.56024,-77.46028,29.80,40.10,352.67,146.15,28.48,1.40,3.77,1145.27,0,
13,4,40,187,10,4,17,37.56026,-77.46028,29.80,40.20,352.67,146.04,28.43,1.46,3.82,1136.21,0,
13,4,40,406,10,4,17,37.56029,-77.46029,26.71,40.30,353.83,145.21,28.15,-0.46,3.27,330.36,0,
13,4,40,609,10,4,17,37.56031,-77.46029,25.00,40.30,354.39,145.43,22.17,-1.23,3.38,5.78,0,
13,4,40,796,10,4,17,37.56032,-77.46029,23.68,40.40,355.44,145.43,24.75,-2.11,2.72,6.35,0,
13,4,40,984,10,4,17,37.56034,-77.46029,23.49,40.50,355.45,145.60,26.12,-2.50,2.67,4.87,0,
13,4,41,203,10,4,17,37.56036,-77.46029,23.49,40.50,355.45,145.43,26.78,-3.38,2.23,7.21,0,
13,4,41,406,10,4,17,37.56038,-77.46030,23.49,40.60,355.45,145.60,17.44,-3.60,2.39,6.68,0,
13,4,41,609,10,4,17,37.56040,-77.46030,22.64,40.70,356.15,146.48,-121.86,-5.46,1.68,5.20,0,
13,4,41,796,10,4,17,37.56042,-77.46030,22.25,40.70,356.49,147.74,-123.90,-5.74,1.68,4.11,0,
13,4,42,0,10,4,17,37.56043,-77.46030,21.83,40.80,357.22,148.29,25.68,-6.01,1.29,4.20,0,
13,4,42,203,10,4,17,37.56045,-77.46030,21.83,40.90,357.22,148.24,25.30,-6.07,1.29,3.92,0,
13,4,42,406,10,4,17,37.56047,-77.46030,21.12,40.90,358.57,149.33,-120.33,-7.44,0.25,3.06,0,
13,4,42,593,10,4,17,37.56048,-77.46030,21.09,40.90,358.85,150.38,-35.51,-8.26,-0.35,4.73,0,
13,4,42,796,10,4,17,37.56050,-77.46030,20.88,41.00,359.64,151.37,25.57,-8.48,-0.85,5.11,0,
13,4,43,0,10,4,17,37.56051,-77.46030,20.60,41.00,0.87,152.08,21.78,-8.98,-0.74,3.06,0,
13,4,43,203,10,4,17,37.56053,-77.46030,20.60,41.00,0.87,152.19,21.56,-9.03,-0.79,3.30,0,
13,4,43,390,10,4,17,37.56055,-77.46030,20.57,41.00,2.85,153.73,24.69,-9.36,-1.34,7.25,0,
13,4,43,609,10,4,17,37.56056,-77.46030,20.66,41.00,3.18,154.39,27.00,-9.80,-1.23,129.56,0,
13,4,43,796,10,4,17,37.56058,-77.46030,21.09,41.00,4.02,154.88,27.00,-9.64,-2.06,235.28,0,
13,4,44,0,10,4,17,37.56060,-77.46029,21.43,41.00,4.50,155.60,26.56,-10.13,-2.17,376.13,0,
13,4,44,187,10,4,17,37.56062,-77.46029,21.43,41.00,4.50,155.65,26.51,-10.19,-2.17,379.57,0,
13,4,44,406,10,4,17,37.56063,-77.46029,21.43,41.00,4.50,156.37,26.78,-10.46,-2.39,439.41,0,
13,4,44,609,10,4,17,37.56066,-77.46029,21.80,41.00,5.68,157.02,27.33,-10.79,-2.28,425.11,0,
13,4,44,796,10,4,17,37.56067,-77.46028,21.73,41.10,6.14,157.24,28.43,-11.07,-2.55,369.36,0,
13,4,44,984,10,4,17,37.56069,-77.46028,21.41,41.10,6.79,157.96,29.20,-11.12,-2.77,354.30,0,
13,4,45,203,10,4,17,37.56071,-77.46028,20.99,41.20,6.77,158.07,27.94,-11.51,-3.16,354.25,0,
13,4,45,406,10,4,17,37.56072,-77.46028,20.99,41.20,6.77,157.96,27.83,-11.56,-3.16,355.15,0,
13,4,45,609,10,4,17,37.56073,-77.46028,20.13,41.20,7.22,158.51,28.76,-12.60,-3.43,378.47,0,
13,4,45,796,10,4,17,37.56075,-77.46028,19.49,41.30,8.06,159.00,29.03,-13.21,-3.71,309.95,0,
13,4,46,0,10,4,17,37.56077,-77.46028,18.90,41.30,8.51,159.28,28.48,-13.37,-4.15,201.66,0,
13,4,46,203,10,4,17,37.56078,-77.46026,18.90,41.30,8.51,159.28,28.48,-13.37,-4.04,198.85,0,
13,4,46,406,10,4,17,37.56079,-77.46026,17.48,41.30,10.68,159.33,21.51,-15.41,-4.36,122.08,0,
13,4,46,593,10,4,17,37.56080,-77.46025,17.09,41.30,11.56,160.65,26.51,-15.57,-4.97,52.84,0,
13,4,46,796,10,4,17,37.56081,-77.46025,16.82,41.30,12.32,160.76,27.33,-16.23,-4.75,2.34,0,
13,4,47,0,10,4,17,37.56082,-77.46025,16.51,41.30,12.90,161.36,27.39,-16.18,-5.68,4.73,0,
13,4,47,203,10,4,17,37.56083,-77.46024,16.51,41.30,12.90,161.36,27.39,-16.23,-5.68,5.01,0,
13,4,47,390,10,4,17,37.56084,-77.46023,15.01,41.30,20.88,162.13,28.54,-16.72,-5.68,5.39,0,
13,4,47,609,10,4,17,37.56084,-77.46022,15.01,41.30,20.88,162.79,28.43,-16.83,-5.96,5.73,0,
13,4,47,796,10,4,17,37.56084,-77.46022,14.33,41.40,31.18,162.79,28.76,-17.55,-6.01,4.11,0,
13,4,48,0,10,4,17,37.56085,-77.46020,13.29,41.50,38.87,163.56,-56.55,-18.26,-6.01,4.68,0,
13,4,48,187,10,4,17,37.56085,-77.46019,13.29,41.60,38.87,163.62,-61.99,-18.32,-6.07,4.92,0,
13,4,48,406,10,4,17,37.56085,-77.46018,12.96,41.60,50.82,164.11,25.68,-18.43,-6.40,4.34,0,
13,4,48,609,10,4,17,37.56085,-77.46017,13.02,41.70,54.35,164.06,29.20,-18.32,-7.11,3.39,0,
13,4,48,796,10,4,17,37.56085,-77.46015,13.41,41.80,60.51,164.71,-148.56,-18.70,-7.00,4.54,0,
13,4,48,984,10,4,17,37.56086,-77.46014,13.70,41.80,66.22,164.50,-148.78,-18.26,-7.55,3.73,0,
13,4,49,203,10,4,17,37.56086,-77.46012,14.01,41.90,71.14,164.82,26.62,-18.48,-7.50,3.87,0,
13,4,49,406,10,4,17,37.56086,-77.46011,14.01,42.00,71.14,164.82,24.86,-18.48,-7.44,3.68,0,
13,4,49,609,10,4,17,37.56086,-77.46009,14.35,42.00,77.24,165.76,27.39,-18.54,-7.77,4.92,0,
13,4,49,796,10,4,17,37.56086,-77.46008,14.72,42.10,81.09,165.04,23.76,-18.76,-7.66,2.10,0,
13,4,50,0,10,4,17,37.56086,-77.46006,15.24,42.20,85.11,165.48,-149.22,-18.43,-7.88,1.63,0,
13,4,50,203,10,4,17,37.56086,-77.46005,15.24,42.30,85.11,165.37,-144.88,-18.48,-7.88,1.72,0,
13,4,50,406,10,4,17,37.56086,-77.46003,16.42,42.40,91.91,165.59,-15.19,-18.54,-8.54,4.87,0,
13,4,50,593,10,4,17,37.56085,-77.46001,16.75,42.40,93.68,165.15,11.24,-19.25,-7.99,4.77,0,
13,4,50,796,10,4,17,37.56085,-77.45999,16.75,42.50,93.68,165.04,14.48,-19.09,-7.99,4.20,0,
13,4,51,0,10,4,17,37.56085,-77.45997,18.15,42.50,99.06,165.15,-146.97,-18.54,-8.43,3.82,0,
13,4,51,203,10,4,17,37.56085,-77.45995,18.15,42.60,99.06,165.15,-147.13,-18.48,-8.43,3.58,0,
13,4,51,390,10,4,17,37.56084,-77.45993,19.19,42.70,100.01,165.32,-111.92,-18.92,-8.48,4.73,0,
13,4,51,609,10,4,17,37.56084,-77.45991,19.44,42.80,100.05,165.81,-146.69,-18.81,-8.43,6.78,0,
13,4,51,796,10,4,17,37.56084,-77.45988,19.80,42.90,101.11,165.10,-81.93,-18.10,-8.54,4.25,0,
13,4,52,0,10,4,17,37.56083,-77.45986,21.03,42.90,104.24,164.99,19.04,-18.32,-8.76,3.49,0,
