Hour,Minute,Second,Milliseconds,Day,Month,Year,Latitude,Longitude,Speed,Angle,Altitude,Thermo1,Thermo2,Thermo3,Thermo4,Pressure,Squeal
12,59,6,203,10,4,17,37.56732,-77.47727,0.03,67.70,189.60,112.31,11.90,26.51,27.44,464.68,0,
12,59,6,406,10,4,17,37.56732,-77.47727,0.01,67.60,185.14,111.76,12.33,26.73,27.28,420.62,0,
12,59,6,593,10,4,17,37.56732,-77.47727,0.01,67.60,154.71,111.65,13.38,26.62,27.11,367.03,0,
12,59,6,796,10,4,17,37.56732,-77.47727,0.01,67.60,154.71,111.60,14.48,26.34,27.39,217.35,0,
12,59,7,0,10,4,17,37.56732,-77.47727,0.00,67.60,270.34,111.60,12.22,26.67,27.55,7.25,0,
12,59,7,203,10,4,17,37.56732,-77.47727,0.00,67.60,270.34,111.65,12.33,26.73,27.61,7.11,0,
12,59,7,390,10,4,17,37.56732,-77.47727,0.00,67.60,273.36,111.76,13.49,26.40,27.22,5.06,0,
12,59,7,609,10,4,17,37.56732,-77.47727,0.00,67.60,218.52,111.60,7.56,26.56,27.39,3.44,0,
12,59,7,796,10,4,17,37.56732,-77.47727,0.00,67.60,206.95,111.82,-2.39,26.62,27.72,4.92,0,
12,59,8,0,10,4,17,37.56732,-77.47727,0.00,67.60,249.69,111.54,-72.15,26.84,27.50,4.54,0,
12,59,8,187,10,4,17,37.56732,-77.47727,0.00,67.60,249.69,111.49,-72.21,26.89,27.55,4.73,0,
12,59,8,406,10,4,17,37.56732,-77.47727,0.00,67.60,294.34,111.54,-72.15,26.40,27.33,6.44,0,
12,59,8,609,10,4,17,37.56732,-77.47727,0.00,67.60,303.97,112.15,-72.04,26.29,27.61,6.11,0,
12,59,8,796,10,4,17,37.56732,-77.47727,0.02,67.60,310.21,111.93,-71.99,26.40,27.17,6.59,0,
12,59,8,984,10,4,17,37.56732,-77.47727,0.03,67.60,310.62,111.60,-72.37,26.29,27.00,3.77,0,
12,59,9,203,10,4,17,37.56732,-77.47727,0.05,67.60,306.88,111.76,-72.15,26.51,27.06,3.73,0,
12,59,9,406,10,4,17,37.56732,-77.47727,0.05,67.60,306.88,111.76,-72.10,26.45,27.06,4.30,0,
12,59,9,609,10,4,17,37.56732,-77.47727,0.06,67.60,302.80,111.87,-72.48,26.34,27.28,4.82,0,
12,59,9,796,10,4,17,37.56732,-77.47727,0.10,67.60,304.79,111.76,-72.32,26.34,27.06,3.77,0,
12,59,10,0,10,4,17,37.56732,-77.47727,0.10,67.60,304.79,111.21,-72.21,26.67,27.17,3.77,0,
12,59,10,203,10,4,17,37.56732,-77.47727,0.10,67.60,304.79,111.32,-72.21,26.67,27.17,4.01,0,
12,59,10,406,10,4,17,37.56732,-77.47727,0.56,67.60,292.31,112.09,-72.32,26.07,27.11,27.09,0,
12,59,10,593,10,4,17,37.56732,-77.47727,0.62,67.60,293.55,111.82,-72.21,26.40,26.95,95.90,0,
12,59,10,796,10,4,17,37.56732,-77.47727,0.76,67.50,296.92,111.98,-72.32,26.51,27.28,114.97,0,
12,59,11,0,10,4,17,37.56732,-77.47727,0.90,67.40,301.38,111.93,-72.26,26.45,27.33,123.41,0,
12,59,11,203,10,4,17,37.56732,-77.47727,0.90,67.30,301.38,111.98,-72.15,26.51,27.39,125.41,0,
12,59,11,390,10,4,17,37.56732,-77.47727,1.19,67.30,304.95,111.76,-72.43,26.51,27.22,255.35,0,
12,59,11,609,10,4,17,37.56732,-77.47728,1.76,67.20,297.48,112.09,-72.37,26.45,26.62,270.61,0,
12,59,11,796,10,4,17,37.56733,-77.47728,2.16,67.20,299.63,112.53,-72.48,26.01,26.67,295.45,0,
12,59,12,0,10,4,17,37.56733,-77.47728,2.12,67.10,305.42,112.26,-72.26,26.12,27.33,305.09,0,
12,59,12,187,10,4,17,37.56733,-77.47729,2.12,67.00,305.42,112.09,-72.26,26.18,27.28,305.28,0,
12,59,12,406,10,4,17,37.56733,-77.47729,1.98,66.90,304.67,111.93,-72.32,26.23,27.00,317.96,0,
12,59,12,609,10,4,17,37.56733,-77.47729,1.47,66.80,304.38,112.09,-72.37,26.23,26.62,345.28,0,
12,59,12,796,10,4,17,37.56733,-77.47730,1.40,66.80,301.43,112.47,-72.53,26.34,26.73,415.76,0,
12,59,12,984,10,4,17,37.56733,-77.47730,1.38,66.70,306.03,112.26,-73.03,26.51,26.89,489.77,0,
12,59,13,203,10,4,17,37.56733,-77.47730,1.38,66.60,306.03,111.87,-72.75,26.56,26.95,538.74,0,
12,59,13,406,10,4,17,37.56733,-77.47730,1.38,66.60,306.03,111.76,-72.86,26.62,27.06,540.74,0,
12,59,13,609,10,4,17,37.56733,-77.47730,1.30,66.50,305.90,112.26,-73.30,26.34,26.89,492.91,0,
12,59,13,796,10,4,17,37.56733,-77.47731,1.19,66.40,303.73,111.98,-73.41,26.62,26.95,475.46,0,
12,59,14,0,10,4,17,37.56733,-77.47731,0.99,66.40,303.60,112.31,-73.52,26.12,27.00,481.66,0,
12,59,14,203,10,4,17,37.56733,-77.47731,0.99,66.30,303.60,112.31,-73.58,26.12,26.89,481.37,0,
12,59,14,406,10,4,17,37.56733,-77.47731,0.75,66.20,308.35,112.04,-73.91,26.40,26.73,493.44,0,
12,59,14,593,10,4,17,37.56733,-77.47731,0.63,66.10,313.93,112.58,-74.46,26.12,26.84,494.58,0,
12,59,14,796,10,4,17,37.56733,-77.47731,0.49,66.00,311.46,111.98,-74.24,26.29,26.62,494.25,0,
12,59,15,0,10,4,17,37.56733,-77.47731,0.40,65.90,315.42,112.26,-74.18,26.12,27.17,496.73,0,
12,59,15,203,10,4,17,37.56733,-77.47731,0.40,65.90,315.42,112.31,-74.18,26.07,27.17,496.92,0,
12,59,15,390,10,4,17,37.56733,-77.47731,0.33,65.80,316.21,111.76,-75.06,26.01,27.00,477.56,0,
12,59,15,609,10,4,17,37.56733,-77.47731,0.32,65.70,313.30,112.64,-74.79,25.90,27.28,458.53,0,
12,59,15,796,10,4,17,37.56733,-77.47731,0.33,65.70,311.42,111.60,-75.01,26.12,26.84,434.50,0,
12,59,16,0,10,4,17,37.56733,-77.47731,0.30,65.60,311.30,111.54,-75.28,26.23,27.61,398.45,0,
12,59,16,187,10,4,17,37.56733,-77.47731,0.30,65.60,311.30,111.60,-75.28,26.23,27.55,395.92,0,
12,59,16,406,10,4,17,37.56733,-77.47731,0.30,65.50,311.30,112.04,-75.45,25.96,27.33,264.51,0,
12,59,16,609,10,4,17,37.56733,-77.47731,0.15,65.40,312.81,112.09,-75.72,25.85,27.06,87.98,0,
12,59,16,796,10,4,17,37.56733,-77.47731,0.07,65.30,313.11,111.93,-75.61,26.01,26.78,21.27,0,
12,59,16,984,10,4,17,37.56733,-77.47731,0.02,65.30,313.04,112.09,-75.89,26.12,27.28,76.01,0,
12,59,17,203,10,4,17,37.56733,-77.47731,0.10,65.20,312.14,111.98,-76.05,26.07,27.11,130.52,0,
12,59,17,406,10,4,17,37.56733,-77.47731,0.10,65.20,312.14,111.93,-75.89,26.07,27.11,132.80,0,
12,59,17,609,10,4,17,37.56733,-77.47732,0.29,65.10,309.65,112.26,-76.22,25.79,26.89,194.17,0,
12,59,17,796,10,4,17,37.56733,-77.47732,0.44,65.10,308.41,112.26,-76.27,26.01,27.06,142.87,0,
12,59,18,0,10,4,17,37.56733,-77.47732,0.56,65.10,307.72,112.20,-76.49,25.74,27.33,2.82,0,
12,59,18,203,10,4,17,37.56733,-77.47732,0.56,65.00,307.72,112.15,-76.49,25.79,27.33,2.44,0,
12,59,18,406,10,4,17,37.56733,-77.47732,0.67,65.00,305.20,112.42,-76.33,26.01,27.11,5.68,0,
12,59,18,593,10,4,17,37.56733,-77.47732,1.02,64.90,303.75,112.36,-76.22,25.85,27.44,2.87,0,
12,59,18,796,10,4,17,37.56734,-77.47733,1.30,64.80,302.28,112.31,-76.71,25.79,27.11,4.68,0,
12,59,19,0,10,4,17,37.56734,-77.47733,1.86,64.80,301.69,112.26,-76.05,25.74,27.17,2.01,0,
12,59,19,203,10,4,17,37.56734,-77.47733,1.86,64.70,301.69,112.42,-76.00,25.68,27.22,2.20,0,
12,59,19,390,10,4,17,37.56734,-77.47734,2.39,64.60,294.05,112.47,-76.87,25.57,27.39,4.25,0,
12,59,19,609,10,4,17,37.56734,-77.47734,2.39,64.50,294.05,112.64,-76.05,25.79,27.61,5.63,0,
12,59,19,796,10,4,17,37.56734,-77.47734,2.74,64.40,288.36,112.86,-76.54,26.12,27.72,4.34,0,
12,59,20,0,10,4,17,37.56734,-77.47734,3.03,64.30,293.12,112.86,-76.33,25.90,27.44,3.63,0,
12,59,20,187,10,4,17,37.56734,-77.47734,3.03,64.30,293.12,112.91,-76.27,25.90,27.44,3.53,0,
12,59,20,406,10,4,17,37.56734,-77.47735,3.45,64.20,291.00,113.02,-76.27,25.85,27.33,3.77,0,
12,59,20,609,10,4,17,37.56734,-77.47737,3.97,64.10,284.13,112.47,-76.22,26.23,27.55,3.39,0,
12,59,20,796,10,4,17,37.56734,-77.47737,4.80,64.00,276.24,113.02,-76.16,25.85,27.66,5.49,0,
12,59,20,984,10,4,17,37.56734,-77.47737,5.31,63.90,272.24,112.80,-75.94,25.90,27.50,5.44,0,
12,59,21,203,10,4,17,37.56734,-77.47738,5.69,63.90,267.64,112.26,-76.16,26.18,27.83,2.96,0,
12,59,21,406,10,4,17,37.56734,-77.47739,5.69,63.80,267.64,112.31,-76.16,26.18,27.88,3.15,0,
12,59,21,609,10,4,17,37.56734,-77.47740,6.41,63.80,264.07,113.19,-74.90,26.01,28.04,4.20,0,
12,59,21,796,10,4,17,37.56734,-77.47740,7.07,63.70,261.64,112.97,-74.79,25.90,27.33,5.44,0,
12,59,22,0,10,4,17,37.56733,-77.47741,7.52,63.60,255.28,113.30,-74.90,26.07,27.44,3.82,0,
12,59,22,203,10,4,17,37.56733,-77.47742,7.52,63.60,255.28,113.24,-74.73,26.07,27.44,3.82,0,
12,59,22,406,10,4,17,37.56732,-77.47743,8.05,63.50,250.95,113.41,-74.90,26.12,27.66,4.82,0,
12,59,22,593,10,4,17,37.56732,-77.47743,8.67,63.50,248.37,112.91,-73.96,26.01,27.50,3.25,0,
12,59,22,796,10,4,17,37.56732,-77.47744,8.67,63.40,248.37,113.08,-74.57,26.18,27.72,4.58,0,
12,59,23,0,10,4,17,37.56731,-77.47745,9.54,63.40,238.76,113.68,-73.58,25.96,27.55,4.25,0,
12,59,23,203,10,4,17,37.56731,-77.47746,9.54,63.40,238.76,113.68,-73.58,25.90,27.55,4.54,0,
12,59,23,390,10,4,17,37.56730,-77.47747,9.91,63.30,234.13,113.63,-73.30,26.07,27.44,4.25,0,
12,59,23,609,10,4,17,37.56729,-77.47747,10.31,63.30,229.97,113.90,-73.47,26.07,27.50,4.11,0,
12,59,23,796,10,4,17,37.56728,-77.47749,10.50,63.30,227.86,113.79,-72.86,26.07,27.66,6.54,0,
12,59,24,0,10,4,17,37.56727,-77.47750,10.90,63.30,225.54,113.52,-72.59,26.45,27.55,2.39,0,
12,59,24,187,10,4,17,37.56727,-77.47750,10.90,63.30,225.54,113.57,-72.15,26.34,27.55,2.68,0,
12,59,24,406,10,4,17,37.56726,-77.47751,11.35,63.20,224.14,113.46,-59.02,26.12,27.44,4.49,0,
12,59,24,609,10,4,17,37.56725,-77.47752,11.69,63.20,223.38,113.96,-38.15,26.62,27.72,4.49,0,
12,59,24,796,10,4,17,37.56724,-77.47753,11.98,63.20,222.77,113.90,-21.34,26.56,27.83,3.44,0,
12,59,24,984,10,4,17,37.56724,-77.47754,12.02,63.10,222.69,113.90,5.36,26.40,27.77,5.54,0,
12,59,25,203,10,4,17,37.56723,-77.47755,12.21,63.10,222.07,113.90,9.48,26.62,27.77,3.34,0,
12,59,25,406,10,4,17,37.56722,-77.47756,12.21,63.10,222.07,114.12,8.21,26.62,27.88,3.34,0,
12,59,25,609,10,4,17,37.56721,-77.47756,12.59,63.10,220.63,113.85,10.19,26.62,27.77,2.77,0,
12,59,25,796,10,4,17,37.56721,-77.47757,13.01,63.00,219.77,113.68,9.48,26.73,27.99,4.11,0,
12,59,26,0,10,4,17,37.56719,-77.47758,13.01,62.90,219.77,114.18,9.70,26.84,27.88,5.30,0,
12,59,26,203,10,4,17,37.56719,-77.47759,13.01,62.90,219.77,114.23,9.70,26.89,27.88,8.45,0,
12,59,26,406,10,4,17,37.56718,-77.47760,13.17,62.80,217.13,114.51,8.93,26.67,27.99,115.11,0,
12,59,26,593,10,4,17,37.56717,-77.47762,13.22,62.80,216.41,114.12,-1.89,26.67,28.10,169.57,0,
12,59,26,796,10,4,17,37.56716,-77.47763,13.48,62.70,216.02,114.62,10.47,27.06,28.32,327.83,0,
12,59,27,0,10,4,17,37.56715,-77.47763,13.50,62.70,216.05,114.34,10.63,26.84,27.99,414.81,0,
12,59,27,203,10,4,17,37.56714,-77.47764,13.50,62.60,216.05,114.40,10.74,26.89,27.99,415.09,0,
12,59,27,390,10,4,17,37.56713,-77.47764,13.52,62.60,215.38,114.34,11.02,27.22,28.43,457.01,0,
12,59,27,609,10,4,17,37.56713,-77.47765,13.04,62.50,214.66,114.34,11.24,27.22,28.04,516.18,0,
12,59,27,796,10,4,17,37.56712,-77.47766,12.86,62.50,214.20,114.40,11.40,26.78,28.21,568.06,0,
12,59,28,0,10,4,17,37.56711,-77.47766,12.38,62.40,213.64,114.67,11.13,26.51,28.37,597.96,0,
12,59,28,187,10,4,17,37.56710,-77.47767,12.38,62.40,213.64,114.56,11.13,26.51,28.43,598.72,0,
12,59,28,406,10,4,17,37.56709,-77.47767,11.23,62.40,212.00,115.33,11.18,25.96,28.04,632.39,0,
12,59,28,609,10,4,17,37.56709,-77.47768,9.98,62.30,209.70,115.00,11.35,26.40,28.10,630.15,0,
12,59,28,796,10,4,17,37.56708,-77.47768,9.27,62.30,209.55,115.06,11.40,26.23,28.04,624.28,0,
12,59,28,984,10,4,17,37.56708,-77.47769,8.40,62.30,207.20,115.06,11.35,26.01,27.72,488.72,0,
12,59,29,203,10,4,17,37.56707,-77.47769,8.40,62.30,207.20,115.28,11.51,25.74,27.61,362.64,0,
12,59,29,406,10,4,17,37.56707,-77.47769,8.40,62.20,207.20,115.28,11.51,25.68,27.61,348.81,0,
12,59,29,609,10,4,17,37.56707,-77.47769,6.15,62.20,203.51,115.83,11.13,25.19,27.44,5.11,0,
12,59,29,796,10,4,17,37.56706,-77.47769,5.61,62.20,205.06,115.28,11.07,25.74,27.44,5.73,0,
12,59,30,0,10,4,17,37.56706,-77.47770,5.19,62.10,207.38,116.21,10.58,25.24,27.77,4.68,0,
12,59,30,203,10,4,17,37.56705,-77.47770,5.19,62.10,207.38,116.27,10.58,25.30,27.77,4.92,0,
12,59,30,406,10,4,17,37.56705,-77.47770,4.56,62.10,210.49,116.76,9.26,24.75,27.50,2.96,0,
12,59,30,593,10,4,17,37.56705,-77.47771,4.20,62.00,213.30,116.76,-80.66,24.64,27.33,2.91,0,
12,59,30,796,10,4,17,37.56705,-77.47771,3.95,62.00,215.45,117.03,-78.41,24.25,27.33,5.20,0,
12,59,31,0,10,4,17,37.56704,-77.47771,3.88,61.90,215.75,117.14,-51.06,24.42,26.89,5.20,0,
12,59,31,203,10,4,17,37.56704,-77.47771,3.88,61.90,215.75,117.14,-48.26,24.47,26.95,4.96,0,
12,59,31,390,10,4,17,37.56704,-77.47772,3.96,61.90,215.98,118.24,10.63,23.93,26.95,4.58,0,
12,59,31,609,10,4,17,37.56703,-77.47772,4.48,61.90,215.15,118.13,-18.32,23.87,26.67,3.82,0,
12,59,31,796,10,4,17,37.56703,-77.47773,4.79,61.80,213.03,118.41,-82.70,23.54,26.78,4.11,0,
12,59,32,0,10,4,17,37.56703,-77.47773,5.69,61.80,211.65,118.79,12.00,23.87,26.89,5.63,0,
12,59,32,187,10,4,17,37.56702,-77.47774,5.69,61.80,211.65,118.79,12.00,23.76,26.89,5.68,0,
12,59,32,406,10,4,17,37.56702,-77.47774,5.69,61.80,211.65,119.18,-65.17,23.71,26.73,4.30,0,
12,59,32,609,10,4,17,37.56701,-77.47775,7.01,61.80,211.33,118.90,-82.92,23.82,26.51,4.63,0,
12,59,32,796,10,4,17,37.56701,-77.47775,7.59,61.80,210.94,119.18,-82.53,23.71,26.23,3.34,0,
12,59,32,984,10,4,17,37.56700,-77.47776,7.93,61.80,209.58,119.45,-3.60,23.43,26.40,3.30,0,
12,59,33,203,10,4,17,37.56700,-77.47776,8.31,61.70,208.25,119.67,-10.13,23.43,26.34,3.44,0,
12,59,33,406,10,4,17,37.56699,-77.47776,8.31,61.70,208.25,119.73,-9.75,23.38,26.29,3.11,0,
12,59,33,609,10,4,17,37.56698,-77.47777,9.37,61.60,208.86,119.51,7.39,23.54,26.62,4.06,0,
12,59,33,796,10,4,17,37.56697,-77.47777,10.11,61.60,208.89,120.00,4.53,23.82,26.56,3.44,0,
12,59,34,0,10,4,17,37.56696,-77.47778,10.62,61.50,208.49,120.00,-82.26,23.87,26.67,3.96,0,
12,59,34,203,10,4,17,37.56695,-77.47779,10.62,61.50,208.49,120.00,-79.46,23.82,26.73,3.73,0,
12,59,34,406,10,4,17,37.56694,-77.47779,11.87,61.40,208.99,119.67,-64.84,23.60,25.96,4.87,0,
12,59,34,593,10,4,17,37.56693,-77.47780,12.56,61.40,209.29,119.84,-82.64,23.54,26.12,3.77,0,
12,59,34,796,10,4,17,37.56692,-77.47781,13.25,61.30,209.27,119.62,6.68,24.14,26.07,4.06,0,
12,59,35,0,10,4,17,37.56690,-77.47782,13.86,61.20,208.97,119.45,7.34,23.38,25.96,5.35,0,
12,59,35,203,10,4,17,37.56690,-77.47782,13.86,61.20,208.97,119.45,7.39,23.43,25.96,5.54,0,
12,59,35,390,10,4,17,37.56689,-77.47783,14.72,61.20,208.88,119.78,7.78,23.71,25.96,3.39,0,
12,59,35,609,10,4,17,37.56687,-77.47784,14.72,61.10,208.88,119.89,8.87,23.65,25.90,5.30,0,
12,59,35,796,10,4,17,37.56686,-77.47785,15.84,61.10,209.51,119.89,10.25,23.65,25.90,5.63,0,
12,59,36,0,10,4,17,37.56684,-77.47786,16.47,61.00,209.94,119.78,10.74,23.60,26.01,5.06,0,
12,59,36,187,10,4,17,37.56683,-77.47787,16.47,61.00,209.94,119.78,10.58,23.60,26.01,5.11,0,
12,59,36,406,10,4,17,37.56682,-77.47788,17.18,61.00,210.16,119.89,-15.79,23.65,26.01,4.06,0,
12,59,36,609,10,4,17,37.56681,-77.47789,17.58,60.90,209.96,119.51,11.46,23.93,25.90,4.77,0,
12,59,36,796,10,4,17,37.56679,-77.47790,17.88,60.90,210.06,120.11,12.61,23.98,26.18,5.30,0,
12,59,36,984,10,4,17,37.56678,-77.47791,18.11,60.80,210.04,119.40,12.28,23.98,25.90,2.82,0,
12,59,37,203,10,4,17,37.56676,-77.47792,18.14,60.80,209.68,119.67,12.06,23.98,25.96,3.25,0,
12,59,37,406,10,4,17,37.56675,-77.47792,18.14,60.70,209.68,119.73,12.11,23.98,25.96,3.20,0,
12,59,37,609,10,4,17,37.56673,-77.47793,18.38,60.70,208.96,119.73,12.33,23.60,26.12,5.06,0,
12,59,37,796,10,4,17,37.56672,-77.47794,18.58,60.70,208.87,119.18,12.94,23.82,26.01,3.58,0,
12,59,38,0,10,4,17,37.56670,-77.47795,18.82,60.70,208.98,119.29,12.72,23.54,26.12,5.25,0,
12,59,38,203,10,4,17,37.56669,-77.47795,18.82,60.70,208.98,119.34,12.77,23.54,26.07,5.30,0,
12,59,38,406,10,4,17,37.56667,-77.47796,18.90,60.70,208.85,119.40,12.06,24.25,26.23,4.30,0,
12,59,38,593,10,4,17,37.56666,-77.47798,18.91,60.70,208.47,118.13,13.05,23.76,25.90,4.11,0,
12,59,38,796,10,4,17,37.56665,-77.47798,18.91,60.70,208.47,119.23,13.38,23.65,26.23,4.15,0,
12,59,39,0,10,4,17,37.56663,-77.47799,18.86,60.70,208.38,119.12,13.60,23.98,26.23,4.73,0,
12,59,39,203,10,4,17,37.56662,-77.47800,18.86,60.70,208.38,118.90,13.60,23.87,26.07,4.39,0,
12,59,39,390,10,4,17,37.56661,-77.47801,18.78,60.70,208.08,118.79,14.20,23.71,26.40,4.20,0,
12,59,39,609,10,4,17,37.56660,-77.47801,18.75,60.60,208.07,118.90,14.20,24.03,25.85,1.63,0,
12,59,39,796,10,4,17,37.56658,-77.47802,18.96,60.60,209.07,119.01,14.09,23.65,26.12,5.25,0,
12,59,40,0,10,4,17,37.56657,-77.47804,19.04,60.60,210.06,118.74,14.59,23.76,25.90,5.35,0,
12,59,40,187,10,4,17,37.56655,-77.47805,19.04,60.50,210.06,118.74,14.48,24.03,26.01,5.39,0,
12,59,40,406,10,4,17,37.56654,-77.47805,19.13,60.50,210.82,118.35,14.37,23.82,25.74,4.73,0,
12,59,40,609,10,4,17,37.56653,-77.47806,19.18,60.50,211.12,117.97,14.20,23.93,26.45,3.63,0,
12,59,40,796,10,4,17,37.56651,-77.47808,19.22,60.40,211.48,118.08,14.64,24.14,26.23,3.92,0,
12,59,40,984,10,4,17,37.56650,-77.47808,19.27,60.40,211.66,117.97,14.59,24.25,26.45,3.73,0,
12,59,41,203,10,4,17,37.56648,-77.47811,19.30,60.30,211.66,118.24,15.03,24.14,26.29,4.30,0,
12,59,41,406,10,4,17,37.56647,-77.47811,19.30,60.30,211.66,118.35,15.03,24.14,26.29,4.25,0,
12,59,41,609,10,4,17,37.56645,-77.47812,19.35,60.20,212.00,118.08,14.86,24.09,26.40,3.06,0,
12,59,41,796,10,4,17,37.56645,-77.47814,19.36,60.20,212.18,117.91,14.86,24.09,26.51,4.20,0,
12,59,42,0,10,4,17,37.56643,-77.47814,19.36,60.10,212.18,118.52,14.53,24.47,26.12,5.30,0,
12,59,42,203,10,4,17,37.56642,-77.47815,19.36,60.10,212.18,118.46,14.48,24.47,26.23,8.35,0,
12,59,42,406,10,4,17,37.56641,-77.47817,19.30,60.10,213.08,117.91,15.52,23.87,26.78,125.27,0,
12,59,42,593,10,4,17,37.56639,-77.47817,19.10,60.00,213.32,117.91,15.69,24.25,26.34,205.43,0,
12,59,42,796,10,4,17,37.56638,-77.47818,19.11,59.90,213.59,117.58,15.52,24.36,26.34,314.72,0,
12,59,43,0,10,4,17,37.56636,-77.47820,19.10,59.80,214.14,117.75,15.96,24.25,26.95,404.55,0,
12,59,43,203,10,4,17,37.56635,-77.47821,19.10,59.70,214.14,117.69,15.96,24.20,26.95,406.41,0,
12,59,43,390,10,4,17,37.56634,-77.47823,19.00,59.60,214.67,117.53,15.74,24.53,26.67,473.41,0,
12,59,43,609,10,4,17,37.56632,-77.47824,18.82,59.50,214.31,117.75,15.91,24.25,26.56,484.09,0,
12,59,43,796,10,4,17,37.56632,-77.47825,18.60,59.40,213.78,117.14,15.85,24.09,26.56,461.11,0,
12,59,44,0,10,4,17,37.56630,-77.47826,17.96,59.40,213.07,117.53,16.12,23.98,26.45,448.33,0,
12,59,44,187,10,4,17,37.56629,-77.47827,17.96,59.40,213.07,117.58,16.12,24.03,26.51,447.71,0,
12,59,44,406,10,4,17,37.56629,-77.47827,16.45,59.40,212.08,117.86,16.18,23.38,26.67,412.57,0,
12,59,44,609,10,4,17,37.56628,-77.47829,15.52,59.30,212.65,118.35,16.67,23.49,26.56,423.34,0,
12,59,44,796,10,4,17,37.56628,-77.47830,14.68,59.30,213.81,118.02,16.45,22.88,26.45,411.75,0,
12,59,44,984,10,4,17,37.56627,-77.47830,13.86,59.30,214.48,118.08,16.34,22.94,26.34,431.07,0,
12,59,45,203,10,4,17,37.56626,-77.47831,13.86,59.20,214.48,118.63,15.69,22.72,26.45,439.84,0,
12,59,45,406,10,4,17,37.56626,-77.47831,13.86,59.20,214.48,118.63,15.74,22.72,26.34,441.08,0,
12,59,45,609,10,4,17,37.56624,-77.47832,11.88,59.20,214.64,119.40,16.45,22.17,26.01,470.31,0,
